image_name,pcnt_road,pcnt_sidewalk,pcnt_building,pcnt_wall,pcnt_fence,pcnt_pole,pcnt_traffic_light,pcnt_traffic_sign,pcnt_vegetation,pcnt_terrain,pcnt_sky,pcnt_person,pcnt_rider,pcnt_car,pcnt_truck,pcnt_bus,pcnt_train,pcnt_motorcycle,pcnt_bicycle,pcnt_unlabeled
p1rf0557,0.21429362,0.003248698,0.003837891,1.30E-05,0,0.002236328,0,2.60E-05,0.431201172,0.055716146,0.097594401,0,0,0.173346354,0.001240234,0,0,0,0,0.017246094
p1r00206,0.271572266,0.028212891,0.491842448,0,9.11E-05,0.01164388,0.000364583,0.001617839,0.018076172,0.002770182,0.02515625,0.013082682,0,0.09858724,0.000761719,0,0,0,0.000400391,0.035820313
p1r00082,0.237695313,0.049026693,0.018544922,0.021191406,0.016067708,0.002727865,0,0.003160807,0.388460286,0.129856771,0.10016276,0,0,0.011207682,0,0,0,0,0,0.021897786
p1r00526,0.324140625,0.016009115,0.175097656,0,0.023024089,0.002981771,8.46E-05,0.003538411,0.110970052,0.000136719,0.237877604,0,0,0.057177734,0.042786458,4.88E-05,0,0,0,0.006126302
p1r00125,0.285208333,0.121201172,0.37765625,0,0.00031901,0.025292969,0.000260417,0.003388672,0.034609375,0.017382813,0.106806641,9.77E-06,0,0.018037109,7.81E-05,0.000110677,0,0,0.000940755,0.008697917
p1r00162,0.31601237,0.019394531,0.07492513,0,0.020563151,0.014052734,0.000455729,0.002369792,0.213369141,0.00046875,0.228984375,0.00069987,0,0.102207031,3.26E-06,0,0,0,0,0.006494141
p1r00146,0.262083333,0.021783854,0.145498047,0,0.047848307,0.017451172,2.93E-05,0.004371745,0.255009766,0.001891276,0.134667969,0.000777995,0,0.092311198,0.008004557,0,0,0,0,0.008271484
p1r00226,0.382568359,0.045455729,0.426083984,0,0.005367839,0.027011719,0.000755208,0.004677734,0.011614583,0.003847656,0.051178385,0.005576172,0,0.024251302,0.000973307,0.000709635,0,0,0,0.009928385
p1r00502,0.300035807,0.037288411,0.326035156,0,0.005947266,0.013203125,0.003001302,0.004921875,0.004160156,0,0.217838542,0.002597656,0,0.079547526,0.002119141,0,0,0,3.26E-06,0.003300781
p1r00246,0.362955729,0.033945313,0.20703125,0,8.46E-05,0.015016276,0.00547526,0.000286458,0.010976563,0.000351563,0.28889974,0.002477214,0,0.018326823,0.025289714,0,0,0,0.000410156,0.028473307
p1r00243,0.209934896,0.024410807,0.321009115,0,0.014319661,0.06171224,0.001110026,0.013343099,0.051194661,0.000908203,0.068216146,0.001894531,0,0.029947917,0.000146484,0.000247396,0,0,0,0.201604818
p1r00122,0.246578776,0.002298177,0.057353516,0,9.77E-06,0.003115234,0,0.003889974,0.23648763,0.166735026,0.260576172,0,0,0.021516927,5.86E-05,0,0,0,0,0.001380208
p1rt0559,0.110592448,0.007399089,0,0.098580729,0,0,0,0.008720703,0.474264323,0.151373698,0.149052734,0,0,0,9.77E-06,0,0,0,0,6.51E-06
p1r00186,0.216624349,0.019615885,0.002845052,0,0.008294271,0.025247396,0.002138672,0.002929688,0.323701172,0.100276693,0.18999349,0,0,0.068063151,5.86E-05,1.95E-05,0,0,0,0.040192057
p1r00400,0.319283854,0.04382487,0.072783203,6.51E-06,0.039150391,0.010234375,0.000615234,0.004384766,0.047929688,0.026848958,0.393225911,0.000182292,0,0.027125651,0.000211589,0,0,0,0,0.014192708
p1r00469,0.289065755,0.009342448,0.040589193,0,0.004440104,0.012926432,0.000472005,0.0028125,0.175901693,0.004570313,0.309339193,0,0,0.147981771,4.23E-05,0,0,0,0,0.002516276
p1r00176,0.278961589,0.01265625,0.029820964,0,0.000882161,0.010039063,0,0.0009375,0.414189453,0.008889974,0.127223307,0,0,0.109059245,2.28E-05,0,0,0,0,0.007317708
p1r00217,0.348219401,0.050345052,0.306539714,0,0.003916016,0.008424479,0.0015625,0.002167969,0.160371094,0.005445964,0.050901693,0.006155599,0,0.041708984,0,0,0,0,0,0.014241536
