id,Hue,Sat ,Lum,sdHue,sdSat,sdBright,Entropy,ED
p1r00020.jpg,2.159383494,0.182832641,0.62517642,2.182827174,0.183736057,0.256237279,7.746552445,0.124375
p1r00021.jpg,2.045933318,0.180212097,0.58330082,1.636663373,0.117797433,0.250646087,7.54490472,0.105603841
p1r00022.jpg,1.473726885,0.187911171,0.568578176,1.815117946,0.104437311,0.168266598,7.142992263,0.096411133
p1r00023.jpg,1.951613295,0.174625959,0.623637829,1.951138486,0.091258788,0.199525193,7.417100961,0.090174154
p1r00024.jpg,2.615206502,0.208491389,0.465243158,1.485030978,0.145647599,0.204750968,7.380101981,0.109026693
p1r00025.jpg,0.79949127,0.244429643,0.605248775,1.785511718,0.197197045,0.176243967,7.375452598,0.09742513
p1r00026.jpg,0.855117892,0.188516089,0.578352443,1.686716081,0.150740068,0.242850547,7.55070678,0.107550456
p1r00027.jpg,0.670445907,0.274123848,0.529959189,1.399673854,0.215188044,0.201811735,7.375729172,0.109285482
p1r00028.jpg,1.211746131,0.209169442,0.606106043,1.444171274,0.171149463,0.204355128,7.576587462,0.10858724
p1r00029.jpg,2.091741889,0.290592295,0.49284975,1.776703705,0.210719068,0.236125342,7.543523497,0.122265625
p1r00030.jpg,0.060341376,0.141192847,0.554547501,1.328809459,0.128356483,0.219212024,7.570552058,0.127047526
p1r00031.jpg,0.937084658,0.212379033,0.549596354,1.463970325,0.185236507,0.217758655,7.4670623,0.116702474
p1r00032.jpg,-0.298630061,0.11516515,0.546782731,1.413313422,0.107016457,0.206154055,7.313762022,0.122543945
p1r00033.jpg,1.634833975,0.225229292,0.627907118,2.574747156,0.196987295,0.246888566,7.55421414,0.100201823
p1r00034.jpg,-2.71385066,0.178306948,0.531065679,1.68659148,0.15897513,0.2194161,7.475613593,0.101069336
p1r00035.jpg,-2.835388431,0.188315983,0.545595295,1.900130943,0.187314186,0.237719859,7.354523671,0.098183594
p1r00036.jpg,1.840266284,0.202318605,0.509080027,2.313913177,0.170126339,0.215157551,7.417078376,0.097389323
p1r00037.jpg,0.916970498,0.189517027,0.531781224,1.321590286,0.131328627,0.201028052,7.340702283,0.096625977
p1r00038.jpg,1.020535884,0.206529501,0.490624017,1.1855703,0.171604775,0.197555007,7.407699692,0.104431966
p1r00039.jpg,2.098865056,0.286083146,0.39724986,1.124465339,0.16688685,0.179972148,6.972077256,0.13686849
p1r00040.jpg,0.669871467,0.261138751,0.668428526,1.584051945,0.148635352,0.174352049,7.022810695,0.091002604
p1r00041.jpg,1.679394725,0.268731689,0.547279833,1.226970597,0.250282306,0.250104936,7.718357399,0.126069336
p1r00042.jpg,1.78607854,0.241305809,0.494788156,1.304685696,0.205508664,0.227075717,7.512058376,0.129903971
p1r00043.jpg,1.610657745,0.269000339,0.540140587,1.286601177,0.208593566,0.214981175,7.519183418,0.122716471
p1r00044.jpg,2.801190747,0.261543242,0.490460733,1.138039038,0.179737744,0.1990317,7.296854681,0.109916992
p1r00045.jpg,0.439771048,0.186281124,0.538494715,0.932262308,0.200824009,0.237925586,7.047897905,0.11058431
p1r00046.jpg,0.523622389,0.257043116,0.470996962,1.185918462,0.261461612,0.220009794,7.406033952,0.124506836
p1r00047.jpg,2.23854035,0.15787131,0.630997613,2.044672746,0.118935134,0.253025878,7.370762517,0.082739258
p1r00048.jpg,-3.012718531,0.190255708,0.602562934,0.965250694,0.112976539,0.228419703,7.504137788,0.091416016
p1r00049.jpg,1.100313976,0.139302589,0.540530778,1.70745827,0.09075997,0.204482459,7.42492965,0.109086914
p1r00050.jpg,0.952091532,0.238513498,0.41217393,0.918864567,0.152526089,0.171323583,7.36400991,0.129962565
p1r00051.jpg,-0.709818046,0.090999816,0.498774063,1.950069446,0.075751449,0.193027662,7.323536665,0.100924479
p1r00052.jpg,-0.586432919,0.101080224,0.534653161,1.857356088,0.095155137,0.231773304,7.17377038,0.098453776
p1r00053.jpg,-0.563893707,0.259190936,0.548958767,2.076337128,0.203903804,0.251625088,7.561784603,0.109910482
p1r00054.jpg,1.02483513,0.210221362,0.505118783,1.598281181,0.168386629,0.214086202,7.470899086,0.121119792
p1r00055.jpg,-2.753888527,0.270232131,0.475010289,0.728078777,0.150328014,0.212238506,7.222350064,0.112949219
p1r00056.jpg,-2.774500709,0.284325115,0.643171901,0.85638737,0.125126777,0.265759822,7.397032254,0.089265951
p1r00057.jpg,1.783706939,0.208583227,0.67223329,1.684263315,0.142005934,0.245215865,7.557140922,0.104599609
p1r00058.jpg,1.314935362,0.259580326,0.506814287,1.082414447,0.206637216,0.227105373,7.535944628,0.133619792
p1r00059.jpg,1.59352409,0.27061333,0.629790492,1.634664954,0.178662419,0.226837646,7.521378486,0.103367513
p1r00060.jpg,1.745166128,0.208882832,0.412262753,1.413986445,0.144107495,0.210423069,7.307833516,0.112402344
p1r00061.jpg,0.551485597,0.185183394,0.534331125,1.567466608,0.212373647,0.250906351,7.658044678,0.110654297
p1r00062.jpg,0.614926525,0.179631128,0.501011821,1.165333593,0.171735016,0.2310464,7.360618907,0.096165365
p1r00063.jpg,1.405106843,0.342961264,0.468055096,0.674659881,0.249953156,0.20207576,7.48049669,0.145214844
p1r00064.jpg,1.852381714,0.274101087,0.502353184,1.1005301,0.198496463,0.218300144,7.580846496,0.141240234
p1r00065.jpg,-2.504471148,0.091540065,0.559129493,0.996543967,0.095762775,0.201808773,7.584865794,0.105327148
p1r00066.jpg,-2.802542288,0.089343143,0.613215865,1.991737785,0.124080563,0.209898349,7.552465423,0.096497396
p1r00067.jpg,-1.873970464,0.244367004,0.666334125,2.435477572,0.165588706,0.187818929,7.09693285,0.085325521
p1r00068.jpg,-2.464429463,0.21318452,0.594219401,1.964978456,0.183550669,0.204635459,7.517017659,0.099765625
p1r00069.jpg,1.367738457,0.127224917,0.508477597,1.391597486,0.123582126,0.238681692,7.489520625,0.104384766
p1r00070.jpg,1.568632574,0.1902838,0.427014885,1.550707427,0.169186314,0.196968973,7.299929582,0.107449544
p1r00071.jpg,1.177689189,0.136883722,0.494862643,1.071013312,0.114326802,0.185539785,7.214901084,0.103447266
p1r00072.jpg,1.13331902,0.154111216,0.412559092,0.997027004,0.132806898,0.171645473,7.053737773,0.114352214
p1r00073.jpg,0.367065788,0.261329703,0.515143153,1.39646311,0.207096484,0.217475475,7.374001309,0.108852539
p1r00074.jpg,0.749637777,0.152541449,0.605412058,1.306364688,0.145845213,0.251917579,7.433949269,0.086844076
p1r00075.jpg,1.147511869,0.209699618,0.581875728,0.991728287,0.158507949,0.198307764,7.425685121,0.100761719
p1r00076.jpg,1.507097096,0.095709237,0.546510532,1.925727615,0.085982136,0.225654169,7.553124346,0.095052083
p1r00077.jpg,1.552872437,0.34122813,0.584524114,1.570282449,0.226663116,0.231535813,7.571241099,0.113263346
p1r00078.jpg,-0.733097235,0.231356554,0.691716656,2.230032251,0.171258239,0.223290237,7.204923906,0.111393229
p1r00079.jpg,1.794227622,0.122015846,0.500099775,1.358986203,0.16984316,0.192401594,7.250294178,0.085463867
p1r00080.jpg,1.770772527,0.127906221,0.4724435,1.452708574,0.152238604,0.183687508,7.1535262,0.091178385
p1r00081.jpg,1.394930264,0.102872165,0.585996668,1.508795764,0.101775275,0.220044145,7.363250884,0.110424805
p1r00082.jpg,1.22656868,0.196389068,0.448664726,0.823788016,0.1519096,0.179009531,7.261793922,0.122452799
p1r00083.jpg,1.506022165,0.143762376,0.460050845,1.630970619,0.144435368,0.185920516,7.320462337,0.107457682
p1r00084.jpg,1.169466317,0.131582903,0.529354958,1.506603246,0.101481549,0.190098322,7.287471483,0.09218099
p1r00085.jpg,1.282399095,0.155949641,0.411686338,1.000698606,0.12369224,0.18037219,7.24918925,0.111832682
p1r00086.jpg,1.063991498,0.169146407,0.489284148,1.319570038,0.164301863,0.204881546,7.450155438,0.100201823
p1r00087.jpg,1.174700667,0.166029201,0.50701971,1.181459596,0.13919786,0.188383397,7.370146857,0.110808919
p1r00088.jpg,1.223873568,0.176740732,0.480540888,1.403948182,0.159076772,0.198898266,7.428096439,0.111617839
p1r00089.jpg,0.594640202,0.195630772,0.489455104,1.491547228,0.198880777,0.213784233,7.576491096,0.106604818
p1r00090.jpg,0.639209403,0.164072843,0.540438623,1.337047452,0.181838526,0.214271069,7.424862632,0.096004232
p1r00091.jpg,0.426657499,0.166203634,0.385986813,1.469779811,0.120172522,0.154947008,6.81712304,0.104471029
p1r00092.jpg,0.478645346,0.242448804,0.551909046,1.484318356,0.204756108,0.181310019,7.405864094,0.108704427
p1r00093.jpg,0.824813645,0.126133596,0.636537735,1.329621092,0.143751885,0.212950427,7.340912248,0.10050944
p1r00094.jpg,0.86174695,0.158488899,0.488910922,1.152088131,0.165491989,0.176887906,7.342715974,0.123017578
p1r00095.jpg,1.358910528,0.294009101,0.38685012,1.169297682,0.21784945,0.196269637,7.213624775,0.132171224
p1r00096.jpg,1.456958188,0.229203043,0.659837725,1.72534212,0.165042016,0.246149946,7.431949589,0.107674154
p1r00097.jpg,1.542951462,0.286245697,0.4731953,1.24500411,0.180736467,0.209282305,7.476964345,0.129519857
p1r00098.jpg,-0.368823476,0.175476068,0.576133553,1.602854211,0.090504989,0.232744542,7.501724479,0.112249349
p1r00099.jpg,0.793095049,0.211483254,0.509350911,0.757484732,0.184069144,0.222019256,6.903971341,0.117918294
p1r00100.jpg,0.887199585,0.265340056,0.496648399,0.818316139,0.256905735,0.217148925,7.140517535,0.114275716
p1r00101.jpg,0.678977817,0.253386868,0.59597572,1.943127965,0.219260532,0.244248022,7.537209334,0.108180339
p1r00102.jpg,1.041106569,0.301386957,0.68741156,1.703367374,0.268039692,0.189375658,7.442610869,0.102563477
p1r00103.jpg,1.757696357,0.238165846,0.681354435,2.201506461,0.187658409,0.252748439,7.385650472,0.104344076
p1r00104.jpg,1.363576708,0.281210647,0.613556539,1.434951473,0.251303205,0.211404759,7.511703679,0.122734375
p1r00105.jpg,1.86695934,0.245484236,0.508843852,1.620315202,0.198554607,0.241307658,7.578647414,0.122265625
p1r00106.jpg,1.778144988,0.323850527,0.640043301,2.164675787,0.261918276,0.21984973,7.463106155,0.095864258
p1r00107.jpg,-2.514778029,0.227895708,0.688145501,1.562454522,0.217542701,0.229455395,7.294883475,0.098570964
p1r00108.jpg,1.761144487,0.298566429,0.593581023,1.807347977,0.253213391,0.223392541,7.467743247,0.107664388
p1r00109.jpg,0.75965155,0.13413501,0.521210031,1.349035657,0.149015651,0.212398209,7.35186218,0.110470378
p1r00110.jpg,0.616483188,0.163257033,0.516987413,1.500744482,0.180036888,0.206446114,7.449432019,0.111020508
p1r00111.jpg,-2.519206161,0.170538034,0.666466146,2.334961176,0.167274544,0.237154745,7.450908646,0.089316406
p1r00112.jpg,0.738778603,0.30052577,0.387072355,1.365813544,0.262498399,0.174075114,7.199047436,0.126341146
p1r00113.jpg,0.786349512,0.167865987,0.440349265,1.505541918,0.116200538,0.226417645,7.204942496,0.120579427
p1r00114.jpg,2.115530516,0.286309668,0.481466797,1.610041976,0.148411875,0.203317456,7.381677188,0.105288086
p1r00115.jpg,1.517214928,0.253403037,0.47888137,1.045348343,0.203676296,0.225830777,7.54830568,0.130769857
p1r00116.jpg,1.091584436,0.37089539,0.416653212,0.549347173,0.187021304,0.15632946,6.946503785,0.135563151
p1r00117.jpg,1.35083331,0.226486062,0.436162658,0.86508628,0.19861344,0.174110494,7.258588626,0.12917806
p1r00118.jpg,1.600708033,0.222071826,0.456055173,1.02520899,0.18018412,0.182057709,7.307726264,0.127148438
p1r00119.jpg,1.92905501,0.188493461,0.377662735,1.362421489,0.14322897,0.172044281,7.158977038,0.112843424
p1r00120.jpg,1.588540048,0.142345977,0.543698529,1.627426191,0.088547766,0.231952511,7.309835258,0.096326497
p1r00121.jpg,1.349368518,0.176458883,0.482776846,1.371621522,0.1283167,0.23273218,7.464582026,0.114812826
p1r00122.jpg,1.761380642,0.297961618,0.509696959,1.544798377,0.196747381,0.202325324,7.38334086,0.101443685
p1r00123.jpg,2.16489138,0.252243093,0.406462623,1.414431452,0.145617225,0.227275507,7.263966129,0.122556966
p1r00124.jpg,1.233668248,0.30244595,0.600094171,1.578902916,0.222852187,0.22531142,7.465847262,0.108736979
p1r00125.jpg,0.633054793,0.112671986,0.479367941,1.066421459,0.104010039,0.198155654,7.423071648,0.092867839
p1r00126.jpg,0.538093579,0.126841634,0.500599316,0.94494864,0.134062257,0.219804129,7.087400815,0.098502604
p1r00127.jpg,-2.702768987,0.311090533,0.608570542,0.948623049,0.154343081,0.250566016,7.38826046,0.083836263
p1r00128.jpg,2.661602499,0.279998787,0.563674466,1.682000098,0.177567126,0.260714313,7.469817797,0.103826497
p1r00129.jpg,1.625085895,0.148938814,0.585858954,2.182938394,0.199496243,0.226184366,7.396791661,0.084002279
p1r00130.jpg,-2.560428564,0.09005445,0.613496732,2.091794305,0.100520811,0.224668968,7.489160173,0.087706706
p1r00131.jpg,1.473657242,0.087551021,0.598237809,1.848015658,0.099023365,0.211338348,7.214516276,0.096427409
p1r00132.jpg,1.682822579,0.121564215,0.599075214,2.173203544,0.128888522,0.236270615,7.493833794,0.100909831
p1r00133.jpg,1.576749857,0.245160054,0.634000677,1.90413736,0.229254101,0.233313612,7.559065334,0.097547201
p1r00134.jpg,0.740502742,0.206840171,0.690290237,2.123718013,0.162698094,0.233882709,7.35358865,0.094700521
p1r00135.jpg,2.204741394,0.241467255,0.494148297,1.804864241,0.190006615,0.283312866,7.693887084,0.115063477
p1r00136.jpg,1.031155207,0.240704861,0.559035195,1.216617419,0.212817019,0.255300293,7.718959942,0.124842122
p1r00137.jpg,0.879516111,0.262057699,0.66885589,1.688598117,0.235877915,0.210146279,7.379337077,0.091964518
p1r00138.jpg,1.621877749,0.188492695,0.591658752,1.660536007,0.137797862,0.22870246,7.478945543,0.107965495
p1r00139.jpg,2.454096248,0.153834339,0.653955538,2.076924446,0.132388974,0.257622426,7.45385146,0.08289388
p1r00140.jpg,1.645870151,0.318066426,0.347920241,0.992561328,0.285068156,0.21608678,7.488807005,0.121679688
p1r00141.jpg,1.502923913,0.097692197,0.520644097,1.300234194,0.133234855,0.18378152,7.412285554,0.087477214
p1r00142.jpg,1.199990459,0.24241773,0.363141046,1.121556314,0.202166134,0.209303698,7.313781047,0.104819336
p1r00143.jpg,1.45775951,0.229106838,0.647273552,2.135272301,0.132362482,0.191506942,7.325327964,0.098950195
p1r00144.jpg,0.64209628,0.282771272,0.58679939,1.870707683,0.182141557,0.195085912,7.305183525,0.09925293
p1r00145.jpg,2.646790512,0.119091007,0.532720371,2.373777401,0.123282444,0.240716012,7.603695395,0.095372721
p1r00146.jpg,0.907704963,0.250516345,0.589402178,1.214080528,0.201213098,0.222707728,7.602870837,0.103071289
p1r00147.jpg,0.802663457,0.14189294,0.597133412,1.003096397,0.157052694,0.216231797,6.991861073,0.093676758
p1r00148.jpg,0.628614207,0.163219257,0.498778582,1.235812585,0.182096857,0.175198311,7.360380848,0.123566081
p1r00149.jpg,1.437197166,0.184434673,0.507029795,1.324303149,0.176656583,0.208095783,7.2690825,0.116456706
p1r00150.jpg,1.142121171,0.21952659,0.421982511,0.880744231,0.204777273,0.165141843,7.082170314,0.116529948
p1r00151.jpg,1.130437359,0.129304482,0.55498426,1.457906367,0.153350216,0.206792661,7.416972863,0.108530273
p1r00152.jpg,0.871849568,0.14207491,0.561366396,1.44747361,0.162105231,0.221708808,7.496051434,0.105799154
p1r00153.jpg,1.114058065,0.256260005,0.443733328,0.955265564,0.205602994,0.169737796,7.112938492,0.130369466
p1r00154.jpg,1.359911738,0.155245636,0.590632417,1.447434953,0.171459376,0.226855088,7.362817749,0.101015625
p1r00155.jpg,2.868638486,0.174184505,0.479585095,1.313927779,0.110217717,0.190870457,7.264209694,0.102332357
p1r00156.jpg,2.224327303,0.185749403,0.465137549,1.495749814,0.120051999,0.178985369,7.158152179,0.111235352
p1r00157.jpg,-2.531454479,0.127971988,0.477731937,1.028767733,0.146675693,0.171040689,7.394542767,0.10773763
p1r00158.jpg,2.138428322,0.137918596,0.554706393,1.930429464,0.115538258,0.191073069,7.266861577,0.111015625
p1r00159.jpg,3.0416338,0.134587245,0.493163807,1.476988791,0.119354677,0.144455909,7.084459426,0.105047201
p1r00160.jpg,-2.271406334,0.10453874,0.547325266,1.339873016,0.094928477,0.225680837,7.269873361,0.101269531
p1r00161.jpg,-0.26330814,0.152340526,0.555849801,1.613732222,0.09941843,0.235387583,7.411906666,0.116777344
p1r00162.jpg,0.83435422,0.256019681,0.547198708,1.559038316,0.211646689,0.243447636,7.602209005,0.103876953
p1r00163.jpg,0.17377247,0.188863819,0.613440691,1.367531238,0.158939349,0.248095889,7.549692037,0.104921875
p1r00164.jpg,0.83332885,0.210193705,0.530032858,1.424488524,0.168629706,0.200303453,7.423170289,0.103932292
p1r00165.jpg,0.982384401,0.289405814,0.430841759,0.776361866,0.213256736,0.167573242,7.275160262,0.120841471
p1r00166.jpg,0.485204969,0.153449935,0.549456955,1.709443613,0.122914494,0.215980252,7.463493822,0.098896484
p1r00167.jpg,2.14182458,0.257403356,0.410958895,1.349113956,0.151043346,0.198141316,7.090263769,0.12015625
p1r00168.jpg,1.635106638,0.282223881,0.527944674,1.167049767,0.179559387,0.25916305,7.580160147,0.130361328
p1r00169.jpg,1.083218314,0.107866838,0.483076989,1.76442902,0.077210039,0.21697782,7.374672594,0.108030599
p1r00170.jpg,0.885796935,0.186063504,0.451244562,1.411633868,0.098296967,0.167193566,7.216902283,0.101554362
p1r00171.jpg,-2.020298592,0.256177795,0.420843648,1.507622853,0.135911037,0.195097485,7.085018246,0.10507487
p1r00172.jpg,0.178514691,0.279896957,0.576184819,1.844886241,0.189747191,0.224151928,7.27449588,0.099344076
p1r00173.jpg,0.456630608,0.216146668,0.577203865,2.389253286,0.127227818,0.180553245,7.390309501,0.087335612
p1r00174.jpg,0.207456863,0.231085606,0.570608392,1.453528012,0.137257547,0.20838478,7.409560804,0.092314453
p1r00175.jpg,3.050256533,0.205847293,0.576492596,2.280822033,0.115081556,0.171403513,7.23238588,0.09074056
p1r00176.jpg,0.679219337,0.245199165,0.505060534,1.255313743,0.197193134,0.224526929,7.458715659,0.121139323
p1r00177.jpg,0.495949498,0.166465902,0.496750357,0.948894875,0.141474668,0.179339102,7.240138723,0.118676758
p1r00178.jpg,0.711336013,0.173308057,0.564455142,0.885354137,0.139639937,0.188522123,7.319837427,0.098048503
p1r00179.jpg,0.612349309,0.150162932,0.500168428,0.97990969,0.132896027,0.19002894,7.302624858,0.105782878
p1r00180.jpg,0.479431848,0.159923542,0.566013314,1.062579311,0.149341494,0.217434326,7.25067786,0.10871582
p1r00181.jpg,0.876609626,0.13725102,0.565130757,1.087658919,0.157876646,0.205092264,7.223983686,0.105847982
p1r00182.jpg,0.883583858,0.10001451,0.578040939,1.238809666,0.107443027,0.220605989,7.38844323,0.095501302
p1r00183.jpg,1.06643605,0.127378568,0.532799339,1.273940981,0.135026951,0.211906375,7.460066158,0.094500326
p1r00184.jpg,1.044291543,0.103230051,0.614758527,1.300581404,0.100251106,0.214247367,7.573909379,0.093234049
p1r00185.jpg,2.513435636,0.325360556,0.497129072,1.553197335,0.181395473,0.255738092,7.485718431,0.121302083
p1r00186.jpg,-3.127602595,0.368387666,0.485855009,1.11731899,0.189000072,0.269564383,7.424524304,0.11061849
p1r00187.jpg,2.881082849,0.322296891,0.435079606,1.02506549,0.157451169,0.246553548,6.83276266,0.118803711
p1r00188.jpg,2.062975067,0.324389991,0.661455436,1.4679749,0.218853477,0.2804487,7.723378751,0.120561523
p1r00189.jpg,1.144044664,0.180914782,0.484523718,0.782399747,0.134026726,0.194232294,7.418407349,0.124659831
p1r00190.jpg,1.230454803,0.198516733,0.466162977,0.667953289,0.153779849,0.184115768,7.430512671,0.118076172
p1r00191.jpg,1.299221097,0.168012748,0.441134102,0.923995317,0.13581544,0.169453312,7.329775308,0.124002279
p1r00192.jpg,1.394084861,0.15400013,0.466778212,0.968723688,0.145206015,0.196240297,7.406081466,0.111824544
p1r00193.jpg,-1.887253327,0.200716225,0.556085797,1.43538296,0.130438427,0.238684662,7.299019332,0.103806966
p1r00194.jpg,-1.838003232,0.21455656,0.596006932,2.043602102,0.126391374,0.250360026,7.401167203,0.092648112
p1r00195.jpg,1.361207387,0.136078702,0.396647493,1.155819229,0.086348209,0.177075866,7.086863057,0.118999023
p1r00196.jpg,1.014171451,0.215903173,0.387781276,0.677792735,0.158681199,0.161120806,7.185982721,0.114290365
p1r00197.jpg,1.107845436,0.082885097,0.59137117,1.609807168,0.095539447,0.229362078,7.397437809,0.085864258
p1r00198.jpg,0.569565348,0.196647772,0.556220971,0.915134107,0.186922848,0.199681961,7.402358286,0.112246094
p1r00199.jpg,0.963265484,0.130316287,0.554097018,1.176982285,0.107841565,0.174280934,7.347670782,0.102861328
p1r00200.jpg,1.003403852,0.095467864,0.52626634,1.459620062,0.095490541,0.191840439,7.380843891,0.100126953
p1r00201.jpg,0.326444962,0.172052957,0.528991741,1.204208628,0.118469739,0.220700829,7.364045971,0.094003906
p1r00202.jpg,1.867092626,0.289426595,0.495640191,1.498976871,0.214303429,0.218393959,7.536629053,0.120460612
p1r00203.jpg,2.609448267,0.112827333,0.464649242,1.361612817,0.113522585,0.193502545,7.267574449,0.105110677
p1r00204.jpg,2.296068629,0.118057097,0.507591082,1.743684094,0.109438066,0.187550805,7.426229178,0.103730469
p1r00205.jpg,1.277864786,0.143756633,0.530779603,1.5198905,0.197831716,0.210266009,7.472386295,0.105086263
p1r00206.jpg,-0.145407821,0.117183172,0.489256664,2.06753688,0.164910178,0.194748763,7.436257785,0.104238281
p1r00207.jpg,1.233110701,0.146582795,0.432119855,0.941814902,0.171225996,0.193772688,7.192571438,0.096375326
p1r00208.jpg,1.022133171,0.233052201,0.388566981,1.380641199,0.249568203,0.214106704,7.534650652,0.116707357
p1r00209.jpg,1.429965639,0.230509582,0.434949091,1.141062786,0.204398046,0.238717251,7.787191336,0.126279297
p1r00210.jpg,1.83647588,0.140480662,0.613719478,2.159840977,0.167217715,0.235515657,7.696730483,0.108691406
p1r00211.jpg,0.937181487,0.077063461,0.445364813,1.197573584,0.076129627,0.131497456,6.89671633,0.097965495
p1r00212.jpg,1.401123415,0.106927943,0.435181258,1.296265554,0.109359976,0.149855135,7.114120864,0.11257487
p1r00213.jpg,0.067226868,0.106503889,0.467031863,1.828783275,0.115710908,0.148460967,6.83175718,0.097231445
p1r00214.jpg,1.482368909,0.107065666,0.484622523,1.551101395,0.092703882,0.15643196,7.293827014,0.110198568
p1r00215.jpg,1.818542856,0.224213728,0.336077512,1.458154953,0.163903708,0.166005378,7.04771731,0.124311523
p1r00216.jpg,1.208325045,0.210606062,0.466925807,1.89570333,0.176416835,0.172390423,7.333127702,0.111069336
p1r00217.jpg,0.86991428,0.145310142,0.513820325,1.046387139,0.129785152,0.19314869,7.487626227,0.122307943
p1r00218.jpg,1.471401947,0.162053912,0.470488958,1.241934857,0.137355919,0.199797794,7.478998417,0.134285482
p1r00219.jpg,2.573999953,0.106526556,0.407944649,1.400988375,0.104044822,0.170107216,7.244735658,0.106075846
p1r00220.jpg,1.744159799,0.155218281,0.446303973,1.200997308,0.161522859,0.151627458,7.244198979,0.129383138
p1r00221.jpg,1.501148941,0.107906173,0.437696666,1.186389544,0.105521805,0.173308107,7.239772374,0.104897461
p1r00222.jpg,1.455850796,0.2531107,0.38808715,0.639778543,0.209023922,0.130641111,6.955650058,0.132010091
p1r00223.jpg,1.123839035,0.087495528,0.4250126,1.076081232,0.077145157,0.153948083,7.010805416,0.110304362
p1r00224.jpg,1.87228644,0.10858974,0.458251621,1.547222677,0.103721108,0.173761251,7.36747884,0.106113281
p1r00225.jpg,1.347939253,0.192441269,0.642640919,1.881482061,0.176351558,0.264893678,7.73291492,0.109077148
p1r00226.jpg,-0.386385589,0.165195882,0.547055083,1.750874627,0.156871222,0.25393339,7.604056394,0.097311198
p1r00227.jpg,0.971275155,0.102955279,0.404690283,1.015047206,0.098001982,0.141468222,6.926877891,0.11304362
p1r00228.jpg,1.479261434,0.09404218,0.503628281,1.2325069,0.102143354,0.172761771,7.133824412,0.098751628
p1r00229.jpg,1.468004771,0.165072991,0.387510404,1.747160942,0.122095678,0.176162324,7.290113592,0.120208333
p1r00230.jpg,1.05676969,0.173217271,0.486244779,1.545306615,0.10259221,0.194685131,7.432864143,0.125963542
p1r00231.jpg,0.879544153,0.170050563,0.474402497,0.962936614,0.141890428,0.206082669,7.569116874,0.10862793
p1r00232.jpg,2.16496451,0.1407683,0.475518433,2.128031204,0.107615854,0.183368603,7.214216337,0.098377279
p1r00233.jpg,3.128533266,0.16471725,0.398667241,1.043884468,0.095500264,0.13676792,6.883325515,0.107885742
p1r00234.jpg,0.801236013,0.16983099,0.529779578,0.959986687,0.09941482,0.176234183,7.361089068,0.113059896
p1r00235.jpg,0.749387946,0.150633765,0.493589525,0.78773772,0.124054734,0.173780233,7.403803443,0.099513346
p1r00236.jpg,1.457798961,0.203410383,0.465244702,1.33260895,0.145289253,0.199018123,7.529616409,0.130677083
p1r00237.jpg,1.076541207,0.142258687,0.562115656,1.568613397,0.093897748,0.208588073,7.316062375,0.104414063
p1r00238.jpg,0.946660181,0.182115018,0.517006676,1.342512818,0.143956551,0.190271641,7.304405827,0.105419922
p1r00239.jpg,-2.905169351,0.197189478,0.564535578,1.438035325,0.130647501,0.226069808,7.51953419,0.10359375
