ImageName,Hue,Bright,Saturaton,SDhue,SDsat,Sdbright,Entropy,Perc_Nat,pc1f,pc2f,pc3f,pc4f,SED,total_ED,NSED,D_ER,pref
MDS25,0.233437263,-0.76701434,0.392739638,0.242663776,0.248304707,0.266567201,7.742282486,2.968641499,-0.0306891,-0.036971057,-0.032072776,-0.006410297,0.068777087,0.14124943,0.153428086,1.086220921,4.708630232
MDS26,0.182754103,-0.686540849,0.572060449,0.175148255,0.231788094,0.214673078,7.531730074,3.52141914,-0.030449726,-0.01113138,-0.018541033,-0.050420386,0.0380531,0.14718967,0.180234771,1.22450693,4.502530758
MDS27,0.170019562,0.199440798,0.483896259,0.19490277,0.279394285,0.262322783,7.760544554,2.42390826,-0.035177085,-0.070313476,-0.010441496,-0.08591329,0.040288549,0.146512175,0.196500195,1.341186799,3.923968078
MDS28,0.177056368,-0.2536056,0.490712796,0.175208485,0.259660349,0.283980422,7.86985926,3.135397819,-0.037654096,-0.081930305,-0.004064421,-0.057908845,0.020775833,0.154913464,0.203137256,1.311295034,3.934954751
MDS29,0.248924485,-0.293558698,0.487878274,0.185088181,0.25449094,0.310285397,7.781185693,3.622805516,-0.077774362,0.01092075,-0.066033434,0.141185372,0.026814838,0.122815922,0.175141989,1.426052796,5.056612505
MDS30,0.200975066,-1.159059155,0.434793477,0.138620457,0.286036016,0.322460545,7.609553353,3.816244071,-0.026780058,-0.044689745,-0.002151908,-0.053986698,0.012214872,0.118657333,0.1729907,1.457901468,4.250155259
MDS31,0.156082083,-0.421069241,0.608925017,0.115917734,0.321887076,0.298020155,7.29991918,3.822216245,-0.081903084,-0.031907552,0.00846266,-0.023028931,0.049696978,0.135699104,0.182157914,1.342366373,4.056275943
MDS32,0.335776648,0.766520249,0.279819561,0.207223123,0.20233405,0.24320113,7.84790004,3.436977358,-0.035714426,-0.055882557,-0.076120121,0.055503061,0.028729239,0.154207512,0.177356243,1.150114159,4.250418365
MDS33,0.290110085,-0.918934775,0.390790238,0.199424381,0.217083759,0.194479817,7.544560243,3.552062448,-0.029307158,-0.022580527,-0.039911998,-0.052196265,0.023311676,0.160553738,0.202660364,1.262258771,4.19355465
MDS34,0.394696973,2.621051624,0.308653911,0.232695032,0.238913389,0.260428118,7.46864207,4.133026065,-0.063823004,0.025637541,-0.073815909,-0.034018336,0.033343412,0.109881668,0.158514409,1.442591944,5.282707734
MDS35,0.326642685,-0.601009379,0.340366247,0.239514273,0.276694553,0.238032851,7.725864933,2.924385055,-0.058966962,-0.030827368,0.07718767,-0.026631452,0.054826101,0.126433055,0.11760052,0.930140619,4.06203863
MDS36,0.305340747,0.806878521,0.21610556,0.277364572,0.157773941,0.272477703,7.547642721,2.658528534,-0.031723737,1.14E-05,-0.021145071,-0.000997155,0.019893973,0.108797874,0.146238403,1.344129234,3.5408741
MDS37,0.439470012,0.187803519,0.188557665,0.352382963,0.129120878,0.274256294,7.246758212,3.862542178,-0.079556174,0.006140691,0.065762802,0.014441194,0.028902897,0.114255717,0.148529725,1.299976307,4.088398433
MDS38,0.252485792,-1.045290403,0.419636704,0.140863938,0.272780753,0.245061704,7.534584654,3.735555529,-0.065652375,-0.007705848,0.037614343,0.043278696,0.029067993,0.135527929,0.192184845,1.418046055,3.817227892
MDS39,0.3111128,0.079819166,0.2508566,0.158706274,0.156035305,0.23685401,7.582618181,4.092504524,-0.045430331,-0.047122395,0.067499855,0.00292088,0.019705455,0.136424383,0.176160574,1.291268981,4.011078159
MDS40,0.344046733,0.798678195,0.336982893,0.205236513,0.203015668,0.261095564,7.923433886,3.634358648,-0.065388429,-0.036976872,0.050845331,-0.047388345,0.022005717,0.139890671,0.162798961,1.163758525,3.657541656
MDS41,0.255607924,-0.685362586,0.281642046,0.160034708,0.182379147,0.238621084,7.58631406,3.692558315,-0.049064171,-0.063420052,-0.090473664,0.078005644,0.011244456,0.145731608,0.192040523,1.317768504,3.729117539
MDS42,0.354895564,-0.131316535,0.20349438,0.183894246,0.089753328,0.226875679,7.525720855,5.368661059,-0.037561336,0.014736207,-0.031636121,-0.044827836,0.008140927,0.128474644,0.199901705,1.555962319,4.977034047
MDS43,0.329002263,0.79238941,0.324721131,0.241834077,0.176842801,0.213393233,7.422856186,3.064373563,-0.03641822,0.006175235,-0.018974384,-0.032568556,0.042073926,0.128149091,0.156424201,1.220642299,3.090705327
MDS44,0.183461414,-0.072983843,0.399345124,0.139689259,0.252973765,0.277588777,7.70986112,2.437099614,-0.030279046,0.002614859,-0.036188933,-0.07406277,0.033814724,0.114840186,0.159902625,1.392392599,4.305865466
MDS45,0.225310315,0.521538551,0.406193416,0.15798001,0.243708716,0.220036871,7.737804465,3.058982102,-0.042356905,-0.000616105,-0.032415137,-0.059681205,0.029679813,0.161502226,0.194551431,1.20463622,4.52764762
MDS46,0.243676549,-1.12610461,0.508601449,0.171158486,0.313435874,0.276727704,7.767387368,3.264896817,-0.052877927,-0.067816461,0.001080829,0.058186868,0.02874818,0.138388999,0.177572548,1.283140635,5.405717277
MDS47,0.383424311,0.589974792,0.463556264,0.287059896,0.265663908,0.191520607,7.249117766,1.477584478,-0.037566738,0.045806912,-0.00178122,-0.010487461,0.086593807,0.098038976,0.103111642,1.05174132,4.154717408
MDS48,0.369023544,1.473649433,0.23004479,0.247453221,0.141387733,0.259854758,7.586297911,1.613471319,-0.062180378,0.107618619,0.005282936,0.010468687,0.048342387,0.092552821,0.126256704,1.364158355,3.360449844
MDS49,0.329148624,3.654930952,0.331491432,0.277530987,0.264063904,0.237972608,7.558185443,1.572008411,-0.071802997,0.00719861,0.071496043,0.004804093,0.122617475,0.090790154,0.064920149,0.715057153,4.343059346
MDS50,0.232311779,-1.927364906,0.23373381,0.159777358,0.193302405,0.227348861,7.45361828,2.645526676,-0.032511054,-0.043530497,-0.05398204,-0.06596364,0.027982076,0.125035604,0.157656749,1.260894849,3.897091078
MDS51,0.398493274,1.31150778,0.256356288,0.347386408,0.166191039,0.216916086,7.625540778,2.909818328,-0.033772206,-0.016924582,-0.013786511,-0.032717659,0.050297901,0.119895241,0.123145285,1.027107365,4.13620482
MDS52,0.267650248,-1.713300157,0.391067694,0.16012015,0.252221935,0.26457864,7.46169392,5.590872414,-0.033059451,-0.061599968,-0.05860596,-0.079744378,0.011103312,0.119117101,0.188923279,1.58602986,5.468058879
MDS53,0.314192255,-1.286118668,0.332010763,0.164256565,0.235007883,0.285850334,7.266586213,5.414360115,-0.054653021,-0.072308073,-0.023614679,0.021344021,0.007756551,0.122260412,0.197806438,1.617910776,4.698149491
MDS54,0.229163136,-1.246256559,0.370451828,0.131242254,0.23681254,0.189293032,7.46001805,4.63025698,-0.030188489,-0.01575451,-0.038809083,-0.03758775,0.027951558,0.133763631,0.189705928,1.418217542,3.693996178
MDS55,0.12715934,-0.616184107,0.565021603,0.075543139,0.244406368,0.31008337,7.672696929,2.359112915,-0.047652559,-0.109090279,-0.008485593,0.040625021,0.037123631,0.133109746,0.199362878,1.497733141,4.752244681
MDS56,0.303068481,0.302611789,0.300747425,0.190152963,0.237888274,0.286901645,7.883395727,3.735103183,-0.01976459,-0.026894228,-0.053710892,-0.013358129,0.020851135,0.144048055,0.196408987,1.363496279,4.08514587
MDS57,0.265192079,-1.75995834,0.476091716,0.21606141,0.263522311,0.294643783,7.50490079,2.956929434,-0.063329263,0.046289929,-0.032849381,0.043512586,0.028719695,0.135056869,0.180387231,1.335639071,5.255820382
MDS58,0.266297439,-1.171968922,0.415738125,0.316457018,0.238735246,0.313093191,7.517101625,2.36515233,-0.059519837,-0.120375328,0.087541634,0.08436457,0.061077213,0.114850878,0.138126706,1.202661298,4.667657543
MDS59,0.205391156,-0.353798425,0.512922742,0.215495813,0.256842676,0.273053191,7.757922695,3.114895594,-0.028338988,-0.042391458,0.005440146,-0.011888504,0.085867644,0.126986628,0.125333738,0.986983748,4.081588532
MDS60,0.258404398,-1.934212706,0.456414916,0.275432624,0.270344329,0.302857571,7.399882897,2.805705658,-0.04271876,-0.136155442,0.051422657,0.075025952,0.052249658,0.122999829,0.129967776,1.056650054,4.354925823
MDS61,0.216556477,-1.073297964,0.477332127,0.146734837,0.347982238,0.265253597,7.532433847,2.884615385,-0.039330095,-0.088225072,-0.103245177,0.050086119,0.028036748,0.125983796,0.172875868,1.372207169,3.199371985
MDS62,0.24872628,1.578839417,0.590249249,0.1926842,0.379193806,0.284019559,7.706221795,4.066152379,-0.082723381,0.055127359,-0.017404789,-0.000319698,0.029375285,0.138237055,0.203678999,1.473403777,3.898444337
MDS63,0.268801447,1.463653362,0.370461208,0.194462109,0.237337826,0.285077249,7.578956674,3.374834955,-0.067193088,-0.017263342,0.106157311,-0.026435013,0.027378066,0.141472879,0.204317518,1.444216866,3.794394186
MDS64,0.214401215,-0.377390548,0.50714706,0.179733763,0.356083696,0.312713742,7.691539446,4.604797301,-0.08046752,-0.030821257,0.07867569,0.01139416,0.009949532,0.137941235,0.215250195,1.560448513,4.340416269
MDS65,0.390495906,-0.456275668,0.285440538,0.243015405,0.233626263,0.339331931,7.728537754,5.015055749,-0.063909971,0.009574769,-0.079179988,-0.037138941,0.029033661,0.142801921,0.138531764,0.970097342,4.3048322
MDS66,0.193918693,-0.462066565,0.265957081,0.177126571,0.247524757,0.245445027,7.811994957,3.292330921,-0.050904068,-0.057939766,0.008939379,-0.038697976,0.04822286,0.151593526,0.138693253,0.914902217,3.86708472
MDS67,0.218117406,0.148787637,0.430593587,0.125461603,0.390576785,0.240679348,7.512557165,3.188224363,-0.076570258,0.101503763,-0.044513934,0.026083855,0.029750824,0.120922724,0.178516785,1.476288154,4.133084964
MDS68,0.24365552,0.118358678,0.395602715,0.115679213,0.211905752,0.250095094,7.838159659,3.823487701,-0.048536492,-0.057789696,0.019289234,-0.05700545,0.023749199,0.16356278,0.213879395,1.307628759,4.250871789
MDS69,0.221516095,0.888940262,0.286831662,0.12819651,0.205111674,0.270845275,7.820480719,2.849680914,-0.059780287,-0.028683216,-0.046152077,-0.008747821,0.019526164,0.141089757,0.201186259,1.42594518,4.077613897
MDS70,0.266196839,0.151570853,0.317521276,0.151469389,0.25404275,0.232641298,7.671656775,3.176927968,-0.037578166,-0.047243692,-0.102549146,0.109740661,0.04622523,0.14721934,0.17738827,1.204925046,4.003093096
MDS71,0.256563487,0.200727422,0.3555749,0.237800221,0.231246327,0.236449267,7.588709749,2.769548633,-0.069892169,0.069186031,-0.055213699,0.039181309,0.034166762,0.110584214,0.169861843,1.536040605,4.286843704
MDS72,0.143130061,2.410103452,0.44523343,0.1155371,0.264626848,0.264586162,7.471721763,2.313481099,-0.081449084,0.09970246,-0.015345745,0.068969456,0.043289005,0.111471737,0.168891025,1.515101761,3.657551673
MDS73,0.13657656,0.712144624,0.53001097,0.092258747,0.231670071,0.219199801,7.634806351,3.622597682,-0.04407439,-0.003287167,-0.029671497,-0.039330286,0.07466549,0.144081786,0.159870973,1.109584892,5.668347027
MDS74,0.322553977,0.420474064,0.279032825,0.201621346,0.184440855,0.213070466,7.698124459,3.618844442,-0.046026605,0.007438825,-0.053750907,-0.04537971,0.017628988,0.172404607,0.200850566,1.164995353,4.557617224
MDS75,0.131890085,2.005192761,0.54129598,0.049505644,0.233586658,0.23927176,7.761343693,3.425687075,-0.043789064,-0.028030099,-0.091615965,0.035973518,0.045339173,0.161024545,0.224458772,1.393941352,4.707976223
MDS76,0.244847832,1.295979351,0.367259041,0.095544927,0.190950276,0.265859355,7.910835476,4.582112817,-0.046915248,-0.022904813,-0.044469874,-0.075104736,0.019383979,0.165400805,0.200938869,1.214860284,4.638590087
MDS77,0.30128041,-0.422413569,0.365543884,0.166285797,0.164009318,0.264399139,7.516450075,3.429299721,-0.063243422,0.010649039,0.041561863,0.055486549,0.011222839,0.134820302,0.206252813,1.529834972,3.877461109
MDS78,0.309440214,-1.515715817,0.364982797,0.178423816,0.228091421,0.288615475,7.62656986,3.334716857,-0.009162013,-0.014173778,-0.030317541,-0.048998373,0.014303852,0.132910442,0.175009919,1.316750711,4.114694463
MDS79,0.271033185,0.529398014,0.238610189,0.246017331,0.146389929,0.299743769,7.705545093,2.312258546,-0.069041206,0.078908118,-0.047640081,0.020703009,0.02669398,0.124112447,0.147105932,1.185263328,3.503176303
MDS80,0.184902109,-0.202763064,0.220213625,0.113338965,0.172067819,0.166044233,7.29161515,2.588078879,-0.043082523,0.070183499,-0.016562207,-0.013052614,0.012214661,0.163309733,0.2204295,1.349763397,3.07200253
MDS81,0.323279316,1.475507964,0.21090248,0.218461164,0.152057811,0.217950899,7.104054891,1.950125923,-0.042515896,-0.06820252,0.065951587,-0.03357856,0.200080927,0.08360476,0.017485956,0.209150245,4.933915266
MDS82,0.312206572,0.961977931,0.219878211,0.232673278,0.172872366,0.301663482,7.622329612,2.456904983,-0.030441559,-0.045072436,-0.004135967,-0.050705252,0.080242554,0.108409876,0.117004538,1.079279327,3.761110923
MDS83,0.26775966,1.095139797,0.249889506,0.156408308,0.147110528,0.295844326,7.659630052,2.794574306,-0.033334261,-0.053014079,-0.030849868,-0.0353895,0.079865083,0.119653928,0.117319096,0.980486792,3.735494264
MDS84,0.271651748,-0.168986846,0.345040153,0.131723552,0.180032156,0.2952948,7.769616451,3.70466771,-0.022724874,-0.050860158,-0.030592231,-0.086987544,0.020021676,0.148404614,0.190798633,1.285665101,4.001004343
MDS85,0.269842623,-0.193847125,0.179326933,0.185355057,0.149281559,0.313550726,7.562251066,2.637800137,-0.064815778,-0.047241948,-0.074452375,0.040586671,0.013156891,0.127500534,0.161892334,1.269738478,3.852000206
MDS86,0.266762023,-0.265449637,0.410266844,0.220380346,0.263840692,0.293564077,7.824826796,3.947124554,-0.02541085,-0.053025312,0.001808594,-0.052601681,0.01289622,0.164446513,0.232467413,1.413635405,3.63136692
MDS87,0.247213956,1.583700922,0.31016666,0.191201761,0.135312203,0.210081249,7.509717365,3.159934471,-0.061708394,0.042839409,-0.053787974,-0.011664049,0.020145749,0.132715853,0.176256346,1.328073037,3.980225857
MDS88,0.294592888,0.27845716,0.146431001,0.294220479,0.115830205,0.274606817,7.08185696,2.65215903,-0.083452485,0.060414521,0.004660788,-0.063040223,0.024721781,0.154209137,0.186217387,1.207563901,3.393292603
MDS89,0.169723911,0.136288673,0.558710272,0.150238694,0.305683766,0.252416354,7.780455876,2.831305931,-0.030479761,-0.041881965,-0.05905839,-0.095681729,0.048708927,0.133409208,0.179932644,1.348727323,4.890359724
MDS90,0.133997419,1.435874305,0.634307557,0.058852317,0.26307803,0.275649887,7.812420747,3.369095066,-0.047079629,-0.037262543,-0.085124306,-0.04314837,0.041956284,0.13560073,0.190185114,1.402537538,4.789681868
MDS91,0.18636741,0.553842756,0.334045474,0.124440896,0.176478103,0.255383975,7.452615328,4.306378062,-0.048392303,-0.060702929,-0.056553496,0.070068156,0.009671257,0.154695078,0.234008307,1.512706868,4.687407446
MDS92,0.148219963,-1.274871264,0.610286855,0.079775957,0.227578458,0.26895309,7.694310169,3.413803853,-0.020600399,-0.07264266,0.003675658,-0.08778003,0.035266831,0.156670065,0.227091996,1.449491937,3.966736004
MDS93,0.297084273,-1.415237039,0.344402501,0.201610491,0.234308263,0.256509566,7.584955062,3.937087388,-0.017092861,-0.039874138,-0.052366556,0.06453698,0.030152639,0.149466197,0.168103297,1.12469107,3.814662527
MDS94,0.288144572,0.30146494,0.325808951,0.1931178,0.243209056,0.242985039,7.845471608,2.965780722,-0.052891876,-0.021828066,-0.089052104,-0.034319283,0.035059611,0.172695796,0.171394745,0.992466227,3.336201607
MDS95,0.298799433,-0.896985142,0.31480597,0.245568349,0.255366743,0.32135266,7.534317643,2.641602278,-0.04316253,-0.067153185,0.04626575,0.018186295,0.031592051,0.115654627,0.135948578,1.175470291,3.204393534
MDS96,0.21510852,-0.75582908,0.427182451,0.194039895,0.304664338,0.308357867,7.43801722,2.349289697,-0.05569486,-0.043615292,-0.011067656,-0.094697197,0.043270335,0.130481675,0.162491668,1.245321751,3.843557178
MDS97,0.287951526,1.412128031,0.270023841,0.179189059,0.216587509,0.268471617,7.756447226,2.249333708,-0.059802031,-0.004862849,-0.091974112,0.096912663,0.025838216,0.128513972,0.163973252,1.275917703,3.983176583
MDS98,0.170537338,0.876692028,0.324161432,0.193019369,0.223376864,0.225045399,7.651348063,2.075841117,-0.060701981,0.031704411,-0.031223666,0.022453383,0.051534017,0.125974019,0.13186113,1.046732739,3.537392295
MDS99,0.268176985,-1.616144113,0.379898969,0.177568316,0.334719314,0.262838918,7.57338552,2.315785613,-0.045830676,-0.074520255,0.077166209,-0.036080255,0.031057994,0.100996017,0.139959097,1.385788283,3.728368306
MDS100,0.212140022,-0.452839679,0.31915922,0.132711778,0.272404969,0.291171194,7.44062756,2.12965793,-0.057523911,-0.057121969,0.02492929,-0.029133884,0.030216217,0.112252553,0.159124772,1.417560383,3.64922544
MDS101,0.201263425,-0.886276387,0.438732246,0.093651477,0.307249867,0.25992508,7.564764298,2.472908211,-0.013974833,-0.040376397,-0.046692479,-0.023973401,0.03094101,0.120635351,0.179485718,1.487836828,3.630495774
MDS102,0.273841867,-1.144643635,0.295015024,0.199449249,0.240435767,0.339321733,7.070360747,4.060186317,-0.088440037,0.088885205,0.079969804,-0.014015736,0.020782471,0.114637375,0.158132314,1.37941325,4.978914342
MDS103,0.215249523,-0.722553384,0.341371924,0.130610947,0.222844524,0.207754676,7.343240076,3.853049049,-0.052097945,-0.066297213,-0.016857409,-0.018398193,0.011618296,0.155028025,0.208963791,1.34790978,3.94637302
MDS104,0.461393903,0.124967638,0.273982014,0.216927443,0.189399067,0.290775286,7.039924482,4.190232844,-0.064027259,0.128506104,-0.007464361,0.009124145,0.030806224,0.096619288,0.136637767,1.414187269,5.14361
MDS105,0.263727176,0.226793365,0.307407202,0.205563794,0.232400994,0.208520314,7.45848723,2.315504426,-0.050783699,0.004459128,0.054604312,-0.021875296,0.07085852,0.10925881,0.132925264,1.216609114,4.041950362
MDS106,0.318429318,0.735941099,0.295021993,0.286451194,0.26308774,0.253665666,7.490573899,2.414152282,-0.05204442,0.00594966,-0.041624424,-0.07153406,0.05780225,0.112294011,0.113204914,1.008111768,4.313882993
MDS107,0.331511152,1.495051818,0.242310484,0.247736826,0.188260718,0.248345786,7.693962681,2.567491075,-0.035441121,-0.008551381,-0.010663243,-0.031075409,0.041900947,0.12537423,0.142710848,1.138278959,4.21488211
MDS108,0.289562314,0.497426821,0.347329978,0.187497802,0.251352283,0.302022907,7.559567086,3.712852706,-0.031795909,-0.021299866,-0.070011203,-0.09157129,0.025255839,0.134255727,0.204309861,1.521796243,3.614880641
MDS109,0.192557764,-0.854303723,0.366209684,0.127825482,0.281682175,0.221448765,7.644390058,3.28393809,-0.053171416,-0.031690393,0.048202318,0.004763745,0.021870931,0.135271708,0.190428177,1.407745787,3.856129882
MDS110,0.20376391,1.009690584,0.248580629,0.185174917,0.239605614,0.190342265,7.609429176,2.782165387,-0.059269083,-0.018301114,-0.004642229,0.021113282,0.027617137,0.132868449,0.163949092,1.233920417,4.017070162
MDS111,0.273492094,-0.000996418,0.311941102,0.173811953,0.211308221,0.213261865,7.706700689,2.180595629,-0.049211509,0.003537121,-0.081179493,0.092535756,0.070776622,0.117997487,0.12512819,1.060430973,3.696011542
MDS112,0.25016258,-1.584884615,0.388041054,0.226296986,0.325546737,0.331033201,6.918203689,3.645055993,-0.078428902,-0.063609135,0.11424305,-0.009326055,0.02260455,0.129412483,0.171531334,1.325462042,3.788568204
MDS113,0.365525389,0.354565188,0.266624948,0.239281157,0.206243576,0.22752546,7.724085125,2.175289745,-0.040620957,-0.06096185,-0.047364875,-0.04829495,0.028769274,0.144463334,0.140156075,0.970184414,3.773476591
MDS114,0.330717804,1.010445045,0.237769081,0.290049986,0.141431759,0.234829893,7.748834683,2.473274977,-0.071794877,0.021127141,-0.038936287,0.026968737,0.017831202,0.147218584,0.186355488,1.265842144,3.873293484
MDS115,0.167211594,-1.225445057,0.438899078,0.13261849,0.343511231,0.306007482,7.535717486,2.487688884,-0.075798738,-0.069651385,0.082107755,0.081645396,0.040770415,0.120527059,0.156633635,1.299572364,3.92650164
MDS116,0.235422871,2.200569375,0.311860753,0.149922143,0.200241371,0.236253989,7.741451531,3.059630055,-0.066701965,0.022913436,-0.049809121,-0.001202915,0.047768633,0.154276858,0.152043543,0.985523979,4.005182318
MDS117,0.208752072,0.296382528,0.24874052,0.180027451,0.196875837,0.25365315,7.798133575,4.742340702,-0.05243124,-0.031739186,0.03333694,-0.062959507,0.025495001,0.132950477,0.143705586,1.080895603,5.636734333
MDS118,0.21342867,0.294794545,0.358727703,0.223000555,0.267846444,0.257147567,7.714287245,2.580401242,-0.038175418,-0.063940139,-0.024968708,-0.076264672,0.041161969,0.121593992,0.157997138,1.299382769,3.865644983
MDS119,0.133034562,-0.434402154,0.35930834,0.16455688,0.262153412,0.290058485,7.689427029,2.153179862,-0.047825438,-0.093827165,0.125609242,0.008314119,0.039324818,0.103521328,0.138513054,1.338014655,4.040802981
MDS120,0.249208577,0.19207497,0.378608577,0.209344337,0.294935826,0.218226333,7.401233326,2.780942833,-0.04862311,-0.042141867,-0.057698132,0.097972712,0.040700055,0.118098674,0.155049065,1.312877272,4.535987809
MDS121,0.288525732,0.410109783,0.332580981,0.201988847,0.276118246,0.286001312,7.824376401,2.544892171,-0.063680495,0.053265643,-0.01934574,-0.013630594,0.058832849,0.127182862,0.128563645,1.010856675,3.840443982
MDS122,0.325833194,0.264642138,0.385219956,0.211015809,0.278856003,0.303352334,7.852532657,2.695419091,-0.058854892,0.037138691,0.022236796,-0.005678339,0.048211652,0.13567233,0.148416095,1.093930465,4.550031787
MDS123,0.30282322,0.510063941,0.399473991,0.198170796,0.238107391,0.283597999,7.820241505,2.943897012,-0.056677185,0.036761802,-0.053259588,0.020980024,0.04780259,0.122526186,0.143433898,1.170638724,4.078895035
MDS124,0.292113,0.879399032,0.407377879,0.162855859,0.222567648,0.3290675,7.339870195,5.577888894,-0.088486566,0.147096755,0.009180948,0.026468416,0.011077881,0.135991414,0.219906886,1.617064486,4.851260237
MDS125,0.212198494,0.64562665,0.233527247,0.237949283,0.250938137,0.364628991,6.967555522,4.551695682,-0.094354802,0.194615935,-0.013442116,0.008511702,0.041584015,0.093548457,0.131935517,1.410344128,4.943769999
MDS126,0.213793153,1.227195788,0.195525344,0.207962257,0.189650284,0.293035409,7.012257907,4.361117902,-0.077727709,0.013119085,0.135776871,-0.006520425,0.124383291,0.110915502,0.087777853,0.791393912,4.769133073
MDS127,0.156819627,-0.129908284,0.403426349,0.175101709,0.266531682,0.231530996,7.676731148,1.947980341,-0.047280872,-0.083729264,0.00216241,0.032158982,0.112462933,0.119426466,0.119797983,1.003110843,3.730397276
MDS128,0.131244376,-0.117661387,0.457532894,0.136708668,0.272080401,0.217041028,7.56906928,2.003527067,-0.043417575,0.015064066,-0.023957803,-0.062698753,0.121511462,0.143561103,0.143422241,0.999032732,4.015436034
MDS129,0.297186914,-1.005754527,0.409293728,0.277153527,0.275536573,0.21313888,7.615146185,2.291389555,-0.052601061,0.040406683,-0.056404291,0.014068842,0.046959113,0.135021527,0.147218717,1.090335151,3.947724164
MDS130,0.300667993,-0.470987091,0.300437107,0.15787262,0.158128131,0.276196147,7.746054284,4.56560223,-0.02302471,-0.042781524,-0.039256354,-0.059195086,0.012659709,0.133742015,0.186683416,1.395847191,3.934496186
MDS131,0.237234671,0.88549637,0.528364528,0.20433364,0.237294348,0.222564638,7.525482776,2.367157318,-0.04911847,0.032000217,-0.021170408,-0.066412752,0.06065602,0.139663517,0.184113911,1.318267755,4.350683115
MDS132,0.182062411,-1.515638094,0.383878569,0.143255581,0.267798489,0.281160485,7.379817065,2.431426965,-0.04896842,-0.110073431,0.148749259,-0.003259393,0.048581112,0.102800437,0.157339583,1.530534184,4.200193056
MDS133,0.268498812,1.653715464,0.22131106,0.194494742,0.186967613,0.248867399,7.821198589,3.289311213,-0.03109364,-0.005790928,-0.053771432,-0.064507222,0.017132551,0.140531757,0.1810091,1.288029865,3.635703601
MDS134,0.211386173,-0.190684359,0.425273768,0.146756945,0.200723691,0.260847344,7.827968933,3.37762849,-0.040965339,-0.058594377,-0.101155815,0.16371009,0.01894332,0.144950489,0.200634305,1.38415749,4.20298535
MDS135,0.274841868,0.573261614,0.321179692,0.193903568,0.205274905,0.263672588,7.821608723,3.006662917,-0.069867891,-0.022145667,-0.002609641,-0.014671183,0.033114864,0.155907634,0.173999488,1.11604213,3.708656066
MDS136,0.353568016,0.747515846,0.151806217,0.310497192,0.140271945,0.260766746,7.637810276,2.572723605,-0.058004877,-0.005388676,-0.106491239,0.092346228,0.022969564,0.129021327,0.13815856,1.070819555,3.155313003
MDS137,0.353164797,-0.47351919,0.257651609,0.358777165,0.156296558,0.21754201,7.397842184,1.358905081,-0.042239392,-0.001215603,-0.029121607,0.04072506,0.068664063,0.103584375,0.10523721,1.015956412,2.927247257
MDS138,0.453028847,1.138043421,0.107676381,0.301820561,0.109945153,0.205032001,7.657105472,1.927319185,-0.037206622,0.025019736,-0.031999037,-0.008998097,0.029004415,0.132876078,0.150165319,1.130115528,3.379260617
MDS139,0.248216806,0.653300685,0.710259528,0.198216231,0.226608487,0.212506574,7.631799732,6.544158639,-0.032324717,0.000668944,-0.026528619,-0.008899038,0.020845301,0.111535645,0.172028232,1.542361027,5.645963595
MDS140,0.168188868,-0.856899678,0.692290646,0.069290792,0.226110522,0.232540287,7.606559441,5.102957357,-0.071545113,-0.014618322,-0.006136818,0.026391999,0.017308134,0.16908677,0.254240433,1.503609259,5.372820295
MDS141,0.284383844,0.621435339,0.500316041,0.17899077,0.266341391,0.220971146,7.777448735,4.472400851,-0.047451238,-0.033269378,-0.047820193,0.030986533,0.036773505,0.163375943,0.198682565,1.216106615,4.303866254
MDS142,0.110665084,-0.941674895,0.455882704,0.178958117,0.156806718,0.18872244,6.958826315,5.848965719,-0.043667213,-0.038580436,-0.053320988,0.049122342,0.008612718,0.134464802,0.222963481,1.658154979,4.995535881
MDS143,0.172713765,0.957567081,0.451785747,0.248107183,0.195882949,0.220208853,7.486372561,5.842518379,-0.072402445,0.009149849,-0.028933243,0.038345585,0.017045854,0.135652009,0.200079155,1.474944282,5.053785328
MDS144,0.11470142,0.55852842,0.46788535,0.120179846,0.172882601,0.189617171,7.329841304,4.946690547,-0.04445385,-0.005792838,-0.055502065,-0.025386005,0.015811741,0.132749743,0.204676251,1.541820318,5.668429565
MDS145,0.220897864,-0.952650293,0.359271915,0.0844605,0.202390265,0.219070496,7.641998806,4.046071935,-0.03769177,-0.064460716,-0.046451007,0.048054742,0.009803772,0.159152349,0.229777415,1.44375761,4.646302962
MDS146,0.33385801,-1.126766972,0.31583188,0.196961924,0.216363213,0.234500554,7.703482352,2.857933151,-0.064786819,-0.03985622,-0.03839847,-0.00471559,0.054759979,0.139617284,0.146376689,1.048413812,3.2821939
MDS147,0.277245155,-0.42880816,0.304043106,0.216855395,0.218379768,0.202487499,7.601596023,2.76042227,-0.050499224,-0.036796352,-0.022169236,-0.013755525,0.061731974,0.166027705,0.152930339,0.921113371,3.971991511
MDS148,0.15980865,0.342065395,0.425086499,0.068802343,0.17005117,0.16182826,7.334369828,3.466031346,-0.051280678,0.039052111,-0.044386841,-0.005070674,0.034529463,0.151649306,0.206908667,1.364389145,3.703303916
MDS149,0.211341785,-0.208955631,0.326477575,0.109031371,0.22470959,0.216746788,7.511342769,2.756546775,-0.058995891,0.008775777,0.021634307,-0.026541282,0.030037275,0.133397161,0.182620983,1.369002021,3.935060106
