ED,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,SED,NSED
0.112843424,1.92905501,0.188493461,0.377662735,1.362421489,0.14322897,0.172044281,7.158977038,0.038202083,0.084596875
0.096326497,1.588540048,0.142345977,0.543698529,1.627426191,0.088547766,0.231952511,7.309835258,0.040377083,0.060666667
0.114812826,1.349368518,0.176458883,0.482776846,1.371621522,0.1283167,0.23273218,7.464582026,0.051891667,0.07143125
0.101443685,1.761380642,0.297961618,0.509696959,1.544798377,0.196747381,0.202325324,7.38334086,0.03741875,0.078870833
0.122556966,2.16489138,0.252243093,0.406462623,1.414431452,0.145617225,0.227275507,7.263966129,0.039266667,0.091865625
0.108736979,1.233668248,0.30244595,0.600094171,1.578902916,0.222852187,0.22531142,7.465847262,0.0750875,0.049573958
0.092867839,0.633054793,0.112671986,0.479367941,1.066421459,0.104010039,0.198155654,7.423071648,0.061052083,0.047491667
0.098502604,0.538093579,0.126841634,0.500599316,0.94494864,0.134062257,0.219804129,7.087400815,0.076577083,0.030714583
0.083836263,-2.702768987,0.311090533,0.608570542,0.948623049,0.154343081,0.250566016,7.38826046,0.050991667,0.045679167
0.103826497,2.661602499,0.279998787,0.563674466,1.682000098,0.177567126,0.260714313,7.469817797,0.06894375,0.050380208
0.084002279,1.625085895,0.148938814,0.585858954,2.182938394,0.199496243,0.226184366,7.396791661,0.065708333,0.038817708
0.087706706,-2.560428564,0.09005445,0.613496732,2.091794305,0.100520811,0.224668968,7.489160173,0.068416667,0.035310417
0.096427409,1.473657242,0.087551021,0.598237809,1.848015658,0.099023365,0.211338348,7.214516276,0.055570833,0.042283333
0.100909831,1.682822579,0.121564215,0.599075214,2.173203544,0.128888522,0.236270615,7.493833794,0.050072917,0.061333333
0.097547201,1.576749857,0.245160054,0.634000677,1.90413736,0.229254101,0.233313612,7.559065334,0.064414583,0.039646875
0.094700521,0.740502742,0.206840171,0.690290237,2.123718013,0.162698094,0.233882709,7.35358865,0.053385417,0.049291667
0.115063477,2.204741394,0.241467255,0.494148297,1.804864241,0.190006615,0.283312866,7.693887084,0.050320833,0.076839583
0.124842122,1.031155207,0.240704861,0.559035195,1.216617419,0.212817019,0.255300293,7.718959942,0.061252083,0.076489583
0.091964518,0.879516111,0.262057699,0.66885589,1.688598117,0.235877915,0.210146279,7.379337077,0.06729375,0.028171875
0.107965495,1.621877749,0.188492695,0.591658752,1.660536007,0.137797862,0.22870246,7.478945543,0.061395833,0.054785417
0.08289388,2.454096248,0.153834339,0.653955538,2.076924446,0.132388974,0.257622426,7.45385146,0.0642125,0.0287125
0.121679688,1.645870151,0.318066426,0.347920241,0.992561328,0.285068156,0.21608678,7.488807005,0.052847917,0.088660417
0.087477214,1.502923913,0.097692197,0.520644097,1.300234194,0.133234855,0.18378152,7.412285554,0.058820833,0.034926042
0.104819336,1.199990459,0.24241773,0.363141046,1.121556314,0.202166134,0.209303698,7.313781047,0.04333125,0.079566667
0.098950195,1.45775951,0.229106838,0.647273552,2.135272301,0.132362482,0.191506942,7.325327964,0.052783333,0.054272917
0.09925293,0.64209628,0.282771272,0.58679939,1.870707683,0.182141557,0.195085912,7.305183525,0.060110417,0.056902083
0.095372721,2.646790512,0.119091007,0.532720371,2.373777401,0.123282444,0.240716012,7.603695395,0.079416667,0.023960417
0.103071289,0.907704963,0.250516345,0.589402178,1.214080528,0.201213098,0.222707728,7.602870837,0.0614625,0.05645
0.093676758,0.802663457,0.14189294,0.597133412,1.003096397,0.157052694,0.216231797,6.991861073,0.042939583,0.057821875
0.123566081,0.628614207,0.163219257,0.498778582,1.235812585,0.182096857,0.175198311,7.360380848,0.056902083,0.074838542
0.116456706,1.437197166,0.184434673,0.507029795,1.324303149,0.176656583,0.208095783,7.2690825,0.039039583,0.080334375
0.116529948,1.142121171,0.21952659,0.421982511,0.880744231,0.204777273,0.165141843,7.082170314,0.038585417,0.087673958
0.108530273,1.130437359,0.129304482,0.55498426,1.457906367,0.153350216,0.206792661,7.416972863,0.051772917,0.060186458
