Image_ID,Walkability,Preference,Imageability,Complexity,Enclosure,Transparency,Humanscale,Humanscale2,Order,Order2
138,0.55,0.622950819672131,0.740740740740741,0.741379310344828,0.377049180327869,0.660714285714286,0.233333333333333,0.5,0.389830508474576,0.238095238095238
139,0.666666666666667,0.540983606557377,0.37037037037037,0.379310344827586,0.229508196721311,0.178571428571429,0.216666666666667,0.303571428571429,0.372881355932203,0.317460317460317
140,0.316666666666667,0.245901639344262,0.185185185185185,0.224137931034483,0.704918032786885,0.178571428571429,0.466666666666667,0.553571428571429,0.372881355932203,0.253968253968254
141,0.25,0.311475409836066,0.333333333333333,0.362068965517241,0.131147540983607,0.232142857142857,0.25,0.196428571428571,0.186440677966102,0.365079365079365
142,0.133333333333333,0.114754098360656,0.203703703703704,0.310344827586207,0.655737704918033,0.482142857142857,0.483333333333333,0.589285714285714,0.220338983050847,0.555555555555556
143,0.5,0.426229508196721,0.425925925925926,0.396551724137931,0.114754098360656,0.160714285714286,0.3,0.285714285714286,0.406779661016949,0.206349206349206
144,0.166666666666667,0.131147540983607,0.203703703703704,0.396551724137931,0.114754098360656,0.5,0.316666666666667,0.357142857142857,0.288135593220339,0.238095238095238
145,0.583333333333333,0.60655737704918,0.277777777777778,0.362068965517241,0.262295081967213,0.339285714285714,0.333333333333333,0.178571428571429,0.338983050847458,0.285714285714286
146,0.283333333333333,0.147540983606557,0.296296296296296,0.482758620689655,0.311475409836066,0.482142857142857,0.416666666666667,0.285714285714286,0.23728813559322,0.603174603174603
147,0.666666666666667,0.59016393442623,0.722222222222222,0.379310344827586,0.409836065573771,0.178571428571429,0.366666666666667,0.392857142857143,0.491525423728814,0.158730158730159
148,0.133333333333333,0.180327868852459,0.222222222222222,0.275862068965517,0.508196721311475,0.339285714285714,0.45,0.678571428571429,0.152542372881356,0.571428571428571
149,0.75,0.655737704918033,0.462962962962963,0.275862068965517,0.213114754098361,0.0178571428571429,0.416666666666667,0.232142857142857,0.254237288135593,0.0793650793650794
150,0.716666666666667,0.639344262295082,0.388888888888889,0.327586206896552,0.39344262295082,0.125,0.216666666666667,0.410714285714286,0.559322033898305,0.111111111111111
