statefp10,countyfp10,tractce10,commarea,geoid10,name10,commarea_n,Community Area Name,namelsad10,Census Tract Match,Fixed Tract Match,block_group_code
17,31,31200,3,17031031200,312,3,UPTOWN,312,312,31200,170310312004
17,31,31300,3,17031031300,313,3,UPTOWN,313,313,31300,170310313005
17,31,31400,3,17031031400,314,3,UPTOWN,314,314,31400,170310314005
17,31,570500,57,17031570500,5705,57,ARCHER HEIGHTS,5705,5705,570500,170315705001
17,31,580100,58,17031580100,5801,58,BRIGHTON PARK,5801,5801,580100,170315801002
17,31,580200,58,17031580200,5802,58,BRIGHTON PARK,5802,5802,580200,170315802002
17,31,580400,58,17031580400,5804,58,BRIGHTON PARK,5804,5804,580400,170315804001
17,31,580600,58,17031580600,5806,58,BRIGHTON PARK,5806,5806,580600,170315806001
17,31,530300,53,17031530300,5303,53,WEST PULLMAN,5303,5303,530300,170315303003
17,31,500100,50,17031500100,5001,50,PULLMAN,5001,5001,500100,170315001001
17,31,50600,5,17031050600,506,5,NORTH CENTER,506,506,50600,170310506002
17,31,50700,5,17031050700,507,5,NORTH CENTER,507,507,50700,170310507001
17,31,50900,5,17031050900,509,5,NORTH CENTER,509,509,50900,170310509001
17,31,51100,5,17031051100,511,5,NORTH CENTER,511,511,51100,170310511001
17,31,51200,5,17031051200,512,5,NORTH CENTER,512,512,51200,170310512002
17,31,51300,5,17031051300,513,5,NORTH CENTER,513,513,51300,170310513002
17,31,60100,6,17031060100,601,6,LAKE VIEW,601,601,60100,170310601001
17,31,60200,6,17031060200,602,6,LAKE VIEW,602,602,60200,170310602002
17,31,81800,8,17031081800,818,8,NEAR NORTH SIDE,818,818,81800,170310818002
17,31,90100,9,17031090100,901,9,EDISON PARK,901,901,90100,170310901003
17,31,90200,9,17031090200,902,9,EDISON PARK,902,902,90200,170310902003
17,31,90300,9,17031090300,903,9,EDISON PARK,903,903,90300,170310903001
17,31,100100,10,17031100100,1001,10,NORWOOD PARK,1001,1001,100100,170311001005
17,31,100200,10,17031100200,1002,10,NORWOOD PARK,1002,1002,100200,170311002001
17,31,260100,26,17031260100,2601,26,WEST GARFIELD PARK,2601,2601,260100,170312601001
17,31,260200,26,17031260200,2602,26,WEST GARFIELD PARK,2602,2602,260200,170312602001
17,31,491300,49,17031491300,4913,49,ROSELAND,4913,4913,491300,170314913001
17,31,720400,72,17031720400,7204,72,BEVERLY,7204,7204,720400,170317204001
17,31,530400,53,17031530400,5304,53,WEST PULLMAN,5304,5304,530400,170315304001
17,31,750600,75,17031750600,7506,75,MORGAN PARK,7506,7506,750600,170317506001
17,31,40100,4,17031040100,401,4,LINCOLN SQUARE,401,401,40100,170310401001
17,31,40600,4,17031040600,406,4,LINCOLN SQUARE,406,406,40600,170310406001
17,31,40700,4,17031040700,407,4,LINCOLN SQUARE,407,407,40700,170310407004
17,31,40900,4,17031040900,409,4,LINCOLN SQUARE,409,409,40900,170310409001
17,31,980000,76,17031980000,9800,76,OHARE,9800,9800,980000,170319800001
17,31,81600,8,17031081600,816,8,NEAR NORTH SIDE,816,816,81600,170310816002
17,31,81700,8,17031081700,817,8,NEAR NORTH SIDE,817,817,81700,170310817002
17,31,251300,25,17031251300,2513,25,AUSTIN,2513,2513,251300,170312513002
17,31,251400,25,17031251400,2514,25,AUSTIN,2514,2514,251400,170312514004
17,31,251500,25,17031251500,2515,25,AUSTIN,2515,2515,251500,170312515002
17,31,251900,25,17031251900,2519,25,AUSTIN,2519,2519,251900,170312519001
17,31,260700,26,17031260700,2607,26,WEST GARFIELD PARK,2607,2607,260700,170312607002
17,31,600900,60,17031600900,6009,60,BRIDGEPORT,6009,6009,600900,170316009001
17,31,611200,61,17031611200,6112,61,NEW CITY,6112,6112,611200,170316112001
17,31,62400,6,17031062400,624,6,LAKE VIEW,624,624,62400,170310624001
17,31,62800,6,17031062800,628,6,LAKE VIEW,628,628,62800,170310628002
17,31,62900,6,17031062900,629,6,LAKE VIEW,629,629,62900,170310629001
17,31,63000,6,17031063000,630,6,LAKE VIEW,630,630,63000,170310630001
17,31,63100,6,17031063100,631,6,LAKE VIEW,631,631,63100,170310631002
17,31,63200,6,17031063200,632,6,LAKE VIEW,632,632,63200,170310632006
17,31,63400,6,17031063400,634,6,LAKE VIEW,634,634,63400,170310634001
17,31,271500,27,17031271500,2715,27,EAST GARFIELD PARK,2715,2715,271500,170312715001
17,31,611600,61,17031611600,6116,61,NEW CITY,6116,6116,611600,170316116002
17,31,580800,58,17031580800,5808,58,BRIGHTON PARK,5808,5808,580800,170315808001
17,31,600400,60,17031600400,6004,60,BRIDGEPORT,6004,6004,600400,170316004003
17,31,60300,6,17031060300,603,6,LAKE VIEW,603,603,60300,170310603002
17,31,60800,6,17031060800,608,6,LAKE VIEW,608,608,60800,170310608003
17,31,61100,6,17031061100,611,6,LAKE VIEW,611,611,61100,170310611001
17,31,61800,6,17031061800,618,6,LAKE VIEW,618,618,61800,170310618001
17,31,110200,11,17031110200,1102,11,JEFFERSON PARK,1102,1102,110200,170311102001
17,31,251600,25,17031251600,2516,25,AUSTIN,2516,2516,251600,170312516002
17,31,251700,25,17031251700,2517,25,AUSTIN,2517,2517,251700,170312517001
17,31,251800,25,17031251800,2518,25,AUSTIN,2518,2518,251800,170312518003
17,31,570300,57,17031570300,5703,57,ARCHER HEIGHTS,5703,5703,570300,170315703003
17,31,570400,57,17031570400,5704,57,ARCHER HEIGHTS,5704,5704,570400,170315704002
17,31,100600,10,17031100600,1006,10,NORWOOD PARK,1006,1006,100600,170311006003
17,31,100700,10,17031100700,1007,10,NORWOOD PARK,1007,1007,100700,170311007005
17,31,110100,11,17031110100,1101,11,JEFFERSON PARK,1101,1101,110100,170311101005
17,31,260900,26,17031260900,2609,26,WEST GARFIELD PARK,2609,2609,260900,170312609001
17,31,261000,26,17031261000,2610,26,WEST GARFIELD PARK,2610,2610,261000,170312610002
17,31,270500,27,17031270500,2705,27,EAST GARFIELD PARK,2705,2705,270500,170312705001
17,31,520100,52,17031520100,5201,52,EAST SIDE,5201,5201,520100,170315201001
17,31,610300,61,17031610300,6103,61,NEW CITY,6103,6103,610300,170316103001
17,31,610800,61,17031610800,6108,61,NEW CITY,6108,6108,610800,170316108001
17,31,611000,61,17031611000,6110,61,NEW CITY,6110,6110,611000,170316110001
17,31,611400,61,17031611400,6114,61,NEW CITY,6114,6114,611400,170316114002
17,31,62200,6,17031062200,622,6,LAKE VIEW,622,622,62200,170310622001
17,31,62600,6,17031062600,626,6,LAKE VIEW,626,626,62600,170310626001
17,31,62700,6,17031062700,627,6,LAKE VIEW,627,627,62700,170310627002
17,31,120300,12,17031120300,1203,12,FOREST GLEN,1203,1203,120300,170311203006
17,31,271800,27,17031271800,2718,27,EAST GARFIELD PARK,2718,2718,271800,170312718001
17,31,520400,52,17031520400,5204,52,EAST SIDE,5204,5204,520400,170315204003
17,31,260500,26,17031260500,2605,26,WEST GARFIELD PARK,2605,2605,260500,170312605001
17,31,260600,26,17031260600,2606,26,WEST GARFIELD PARK,2606,2606,260600,170312606001
17,31,580700,58,17031580700,5807,58,BRIGHTON PARK,5807,5807,580700,170315807001
17,31,590500,59,17031590500,5905,59,MCKINLEY PARK,5905,5905,590500,170315905001
17,31,590600,59,17031590600,5906,59,MCKINLEY PARK,5906,5906,590600,170315906002
17,31,590700,59,17031590700,5907,59,MCKINLEY PARK,5907,5907,590700,170315907002
17,31,600600,60,17031600600,6006,60,BRIDGEPORT,6006,6006,600600,170316006002
17,31,600700,60,17031600700,6007,60,BRIDGEPORT,6007,6007,600700,170316007001
17,31,60400,6,17031060400,604,6,LAKE VIEW,604,604,60400,170310604001
17,31,60500,6,17031060500,605,6,LAKE VIEW,605,605,60500,170310605001
17,31,60900,6,17031060900,609,6,LAKE VIEW,609,609,60900,170310609004
17,31,61000,6,17031061000,610,6,LAKE VIEW,610,610,61000,170310610001
17,31,61200,6,17031061200,612,6,LAKE VIEW,612,612,61200,170310612001
17,31,61500,6,17031061500,615,6,LAKE VIEW,615,615,61500,170310615001
17,31,62000,6,17031062000,620,6,LAKE VIEW,620,620,62000,170310620002
17,31,62100,6,17031062100,621,6,LAKE VIEW,621,621,62100,170310621003
17,31,260400,26,17031260400,2604,26,WEST GARFIELD PARK,2604,2604,260400,170312604001
17,31,100300,10,17031100300,1003,10,NORWOOD PARK,1003,1003,100300,170311003003
17,31,100400,10,17031100400,1004,10,NORWOOD PARK,1004,1004,100400,170311004003
17,31,100500,10,17031100500,1005,10,NORWOOD PARK,1005,1005,100500,170311005002
17,31,260800,26,17031260800,2608,26,WEST GARFIELD PARK,2608,2608,260800,170312608002
17,31,271200,27,17031271200,2712,27,EAST GARFIELD PARK,2712,2712,271200,170312712001
17,31,610400,61,17031610400,6104,61,NEW CITY,6104,6104,610400,170316104001
17,31,611100,61,17031611100,6111,61,NEW CITY,6111,6111,611100,170316111003
17,31,611300,61,17031611300,6113,61,NEW CITY,6113,6113,611300,170316113001
17,31,62300,6,17031062300,623,6,LAKE VIEW,623,623,62300,170310623001
17,31,62500,6,17031062500,625,6,LAKE VIEW,625,625,62500,170310625001
17,31,70700,7,17031070700,707,7,LINCOLN PARK,707,707,70700,170310707001
17,31,71100,7,17031071100,711,7,LINCOLN PARK,711,711,71100,170310711002
17,31,71300,7,17031071300,713,7,LINCOLN PARK,713,713,71300,170310713001
17,31,120400,12,17031120400,1204,12,FOREST GLEN,1204,1204,120400,170311204003
17,31,130100,13,17031130100,1301,13,NORTH PARK,1301,1301,130100,170311301002
17,31,130200,13,17031130200,1302,13,NORTH PARK,1302,1302,130200,170311302001
17,31,140100,14,17031140100,1401,14,ALBANY PARK,1401,1401,140100,170311401001
17,31,140200,14,17031140200,1402,14,ALBANY PARK,1402,1402,140200,170311402001
17,31,140400,14,17031140400,1404,14,ALBANY PARK,1404,1404,140400,170311404003
17,31,292400,29,17031292400,2924,29,NORTH LAWNDALE,2924,2924,292400,170312924001
17,31,292500,29,17031292500,2925,29,NORTH LAWNDALE,2925,2925,292500,170312925002
17,31,300600,30,17031300600,3006,30,SOUTH LAWNDALE,3006,3006,300600,170313006001
17,31,300700,30,17031300700,3007,30,SOUTH LAWNDALE,3007,3007,300700,170313007002
17,31,282700,28,17031282700,2827,28,NEAR WEST SIDE,2827,2827,282700,170312827002
17,31,282800,28,17031282800,2828,28,NEAR WEST SIDE,2828,2828,282800,170312828001
17,31,283100,28,17031283100,2831,28,NEAR WEST SIDE,2831,2831,283100,170312831001
17,31,283200,28,17031283200,2832,28,NEAR WEST SIDE,2832,2832,283200,170312832001
17,31,283800,28,17031283800,2838,28,NEAR WEST SIDE,2838,2838,283800,170312838002
17,31,290900,29,17031290900,2909,29,NORTH LAWNDALE,2909,2909,290900,170312909003
17,31,291600,29,17031291600,2916,29,NORTH LAWNDALE,2916,2916,291600,170312916001
17,31,630200,63,17031630200,6302,63,GAGE PARK,6302,6302,630200,170316302001
17,31,630800,63,17031630800,6308,63,GAGE PARK,6308,6308,630800,170316308003
17,31,271300,27,17031271300,2713,27,EAST GARFIELD PARK,2713,2713,271300,170312713001
17,31,280900,28,17031280900,2809,28,NEAR WEST SIDE,2809,2809,280900,170312809001
17,31,611700,61,17031611700,6117,61,NEW CITY,6117,6117,611700,170316117002
17,31,612100,61,17031612100,6121,61,NEW CITY,6121,6121,612100,170316121001
17,31,70300,7,17031070300,703,7,LINCOLN PARK,703,703,70300,170310703002
17,31,70600,7,17031070600,706,7,LINCOLN PARK,706,706,70600,170310706002
17,31,300500,30,17031300500,3005,30,SOUTH LAWNDALE,3005,3005,300500,170313005002
17,31,291200,29,17031291200,2912,29,NORTH LAWNDALE,2912,2912,291200,170312912002
17,31,620300,62,17031620300,6203,62,WEST ELSDON,6203,6203,620300,170316203003
17,31,620400,62,17031620400,6204,62,WEST ELSDON,6204,6204,620400,170316204001
17,31,630100,63,17031630100,6301,63,GAGE PARK,6301,6301,630100,170316301001
17,31,630300,63,17031630300,6303,63,GAGE PARK,6303,6303,630300,170316303002
17,31,630400,63,17031630400,6304,63,GAGE PARK,6304,6304,630400,170316304001
17,31,630500,63,17031630500,6305,63,GAGE PARK,6305,6305,630500,170316305001
17,31,110300,11,17031110300,1103,11,JEFFERSON PARK,1103,1103,110300,170311103004
17,31,110400,11,17031110400,1104,11,JEFFERSON PARK,1104,1104,110400,170311104002
17,31,120100,12,17031120100,1201,12,FOREST GLEN,1201,1201,120100,170311201002
17,31,120200,12,17031120200,1202,12,FOREST GLEN,1202,1202,120200,170311202002
17,31,271400,27,17031271400,2714,27,EAST GARFIELD PARK,2714,2714,271400,170312714001
17,31,280100,28,17031280100,2801,28,NEAR WEST SIDE,2801,2801,280100,170312801002
17,31,280800,28,17031280800,2808,28,NEAR WEST SIDE,2808,2808,280800,170312808001
17,31,281900,28,17031281900,2819,28,NEAR WEST SIDE,2819,2819,281900,170312819001
17,31,550100,55,17031550100,5501,55,HEGEWISCH,5501,5501,550100,170315501002
17,31,611500,61,17031611500,6115,61,NEW CITY,6115,6115,611500,170316115001
17,31,611800,61,17031611800,6118,61,NEW CITY,6118,6118,611800,170316118001
17,31,611900,61,17031611900,6119,61,NEW CITY,6119,6119,611900,170316119002
17,31,612000,61,17031612000,6120,61,NEW CITY,6120,6120,612000,170316120001
17,31,620100,62,17031620100,6201,62,WEST ELSDON,6201,6201,620100,170316201003
17,31,620200,62,17031620200,6202,62,WEST ELSDON,6202,6202,620200,170316202002
17,31,70200,7,17031070200,702,7,LINCOLN PARK,702,702,70200,170310702003
17,31,70400,7,17031070400,704,7,LINCOLN PARK,704,704,70400,170310704001
17,31,70500,7,17031070500,705,7,LINCOLN PARK,705,705,70500,170310705002
17,31,71000,7,17031071000,710,7,LINCOLN PARK,710,710,71000,170310710002
17,31,71200,7,17031071200,712,7,LINCOLN PARK,712,712,71200,170310712001
17,31,130300,13,17031130300,1303,13,NORTH PARK,1303,1303,130300,170311303002
17,31,292200,29,17031292200,2922,29,NORTH LAWNDALE,2922,2922,292200,170312922001
17,31,630900,63,17031630900,6309,63,GAGE PARK,6309,6309,630900,170316309002
