state,county_num,fixed tract,block_group,GEOID,GEOID_text,TotalPop,TotalMedianAge,MalePop,MMedianAge,FemalePop,FMedianAge,TotalAll,White,BlackorAA,Native,Asian,PacificIslander,Other,TwoPlus,HispanicLatino,MedianHHIncome,TotalCivLaborForce,TotalCivEmployed,TotalCivUnemployed,TotalEdu,NoSchooling,Nursery,Kindergarten,1stGrade,2ndGrade,3rdGrade,4thGrade,5thGrade,6thGrade,7thGrade,8thGrade,9thGrade,10thGrade,11thGrade,12thGradeNoGrad,HSGrad,GEDHSGrad,1YrCollege,1PlusYrsCollegeNoDeg,AssociatesDeg,BachelorsDeg,MastersDeg,ProSchoolDeg,DoctorateDeg,Less10k,10k_14.9k,15k_19.9k,20k_24.9k,25k_29.9k,30k_34.9k,35k_39.9k,40k_44.9k,45k_49.9k,50k_59.9k,60k_749.9k,75k_99.9k,100k_124.9k,125k_149.9k,150k_199.9k,200k+,PercWhite,PercBlack,PercNative,PercAsian,PercPacificIslander,PercOther,PercTwoPlus,PercHispanicLatino,PercCivEmployed,PercCivUnemployed,PercNoHS,PercHS,PercCollege,PercMasters,PercProSchool,PercDoctorate
17,31,808900,1,17318089001,170318089001.00,1408,41.9,628,41.3,780,42.4,1408,1303,0,0,77,0,0,9,19,187500,655,646,9,975,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,13,45,0,314,291,104,164,19,12,8,13,7,7,0,0,20,14,48,44,21,23,45,257,92.54261364,0,0,5.46875,0,0,0.639204545,1.349431818,98.6259542,1.374045802,0.820512821,3.692307692,38.15384615,29.84615385,10.66666667,16.82051282
17,31,808900,3,17318089003,170318089003.00,2068,46.1,1046,42.7,1022,47.7,2068,1824,12,0,50,0,0,85,97,127019,864,850,14,1419,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,83,19,13,79,35,458,487,139,92,24,15,21,13,15,10,9,0,16,31,60,77,75,73,107,228,88.20116054,0.580270793,0,2.417794971,0,0,4.110251451,4.690522244,98.37962963,1.62037037,0.986610289,7.188160677,41.22621564,34.31994362,9.795630726,6.483439042
17,31,809800,1,17318098001,170318098001.00,1003,33.9,470,33.6,533,34.1,1003,776,27,0,80,0,30,18,72,83750,637,610,27,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,29,0,360,210,23,59,17,30,0,10,38,0,0,0,35,48,37,41,9,65,31,92,77.36789631,2.691924227,0,7.976071785,0,2.991026919,1.794616152,7.178464606,95.76138148,4.238618524,0.852272727,2.414772727,55.25568182,29.82954545,3.267045455,8.380681818
17,31,810100,3,17318101003,170318101003.00,775,37.1,390,37.2,385,34,775,551,96,0,10,0,0,52,66,87115,440,392,48,519,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,28,0,17,24,15,172,165,13,37,0,13,0,0,0,0,0,0,0,38,12,118,12,43,26,24,71.09677419,12.38709677,0,1.290322581,0,0,6.709677419,8.516129032,89.09090909,10.90909091,9.248554913,5.394990366,43.93063584,31.79190751,2.504816956,7.129094412
17,31,810100,4,17318101004,170318101004.00,506,40.5,294,37.4,212,45.3,506,407,74,0,25,0,0,0,0,80083,277,260,17,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17,0,157,109,74,0,0,0,0,0,0,37,0,0,26,0,40,15,10,61,0,18,80.43478261,14.62450593,0,4.940711462,0,0,0,0,93.86281588,6.137184116,0,4.347826087,48.84910486,27.87723785,18.9258312,0
17,31,810100,1,17318101001,170318101001.00,575,34.8,255,34.5,320,37.2,575,396,0,0,115,0,15,0,49,60612,405,405,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,44,0,151,107,33,99,0,0,15,0,49,15,0,31,21,17,68,34,37,0,16,17,68.86956522,0,0,20,0,2.608695652,0,8.52173913,100,0,0,4.194260486,43.04635762,23.62030905,7.284768212,21.85430464
17,31,810100,2,17318101002,170318101002.00,1289,44.1,606,42.2,683,44.8,1289,607,441,0,17,0,0,32,192,57944,789,788,1,966,0,0,0,0,0,0,0,0,21,0,0,36,0,0,0,225,14,44,135,58,254,118,10,51,0,18,0,51,27,31,24,17,80,49,30,81,71,14,40,10,47.09076804,34.21256788,0,1.318851823,0,0,2.482544608,14.89526765,99.87325729,0.126742712,5.900621118,24.74120083,50.82815735,12.21532091,1.035196687,5.279503106
17,31,808302,1,17318083021,170318083021.00,1271,42.4,597,42,674,43.8,1271,492,44,0,510,0,0,44,181,112708,744,736,8,938,48,0,0,0,0,0,0,8,0,0,11,0,0,0,19,120,11,24,117,21,371,152,27,9,0,0,8,8,16,29,0,0,20,33,18,67,50,52,70,66,38.70967742,3.46184107,0,40.12588513,0,0,3.46184107,14.24075531,98.92473118,1.075268817,9.168443497,13.96588486,56.82302772,16.20469083,2.878464819,0.959488273
17,31,809300,3,17318093003,170318093003.00,1484,28.5,777,23.2,707,36.7,1484,858,199,0,314,0,0,37,76,30791,519,497,22,860,14,0,0,0,0,0,0,0,0,0,13,16,6,40,0,134,19,5,30,22,260,156,51,94,129,11,61,68,0,103,27,17,0,3,0,54,16,18,0,81,57.81671159,13.4097035,0,21.15902965,0,0,2.493261456,5.121293801,95.761079,4.238921002,10.34883721,17.79069767,36.86046512,18.13953488,5.930232558,10.93023256
17,31,809300,1,17318093001,170318093001.00,923,45.6,469,46.3,454,44.5,923,820,63,0,0,0,0,0,40,-666666666,354,354,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,121,0,15,29,13,110,110,72,156,132,11,22,0,17,0,0,0,0,45,28,23,0,0,42,123,88.84073673,6.825568797,0,0,0,0,0,4.333694475,100,0,3.987730061,18.55828221,25.61349693,16.87116564,11.04294479,23.92638037
17,31,480500,2,17314805002,170314805002.00,900,43.2,344,35.7,556,43.8,900,35,625,0,9,0,0,0,231,20781,400,345,55,642,0,0,0,0,0,0,0,0,21,0,0,10,9,54,16,247,0,42,92,13,108,9,8,13,53,0,96,24,0,8,27,0,0,31,9,18,25,0,9,13,3.888888889,69.44444444,0,1,0,0,0,25.66666667,86.25,13.75,17.13395639,38.47352025,39.71962617,1.401869159,1.246105919,2.024922118
17,31,283100,1,17312831001,170312831001.00,1468,26.7,828,22.9,640,30.3,1468,133,875,0,382,0,0,0,78,43304,704,633,71,773,14,0,0,0,0,0,0,0,0,0,19,27,0,0,0,74,18,62,75,83,179,149,8,65,66,45,31,14,23,20,10,14,18,0,8,58,46,47,8,19,9.059945504,59.60490463,0,26.02179837,0,0,0,5.313351499,89.91477273,10.08522727,7.761966365,11.90168176,51.61707633,19.27554981,1.034928849,8.408796895
17,31,300700,2,17313007002,170313007002.00,1496,30.4,804,30.4,692,30.3,1496,0,0,0,0,0,0,0,1496,41346,709,682,27,924,14,0,0,0,0,0,0,0,368,14,48,11,80,0,9,167,18,0,57,39,85,14,0,0,0,0,11,27,27,47,53,65,0,27,69,14,14,0,4,0,0,0,0,0,0,0,0,100,96.19181946,3.808180536,58.87445887,20.02164502,19.58874459,1.515151515,0,0
17,31,300800,1,17313008001,170313008001.00,1902,25.9,1127,24.7,775,28.6,1902,36,0,0,0,0,12,0,1854,28250,767,638,129,980,78,0,0,0,26,28,0,0,112,51,93,37,72,0,55,202,42,17,143,24,0,0,0,0,54,27,95,28,70,68,0,55,26,12,50,28,0,0,0,0,1.892744479,0,0,0,0,0.630914826,0,97.47634069,83.18122555,16.81877445,56.32653061,24.89795918,18.7755102,0,0,0
17,31,710300,1,17317103001,170317103001.00,1544,33.3,705,28.3,839,40.1,1544,0,1350,21,0,0,0,21,152,35568,693,510,183,948,0,0,0,0,0,0,0,0,0,0,6,13,13,84,12,210,51,51,299,107,72,21,9,0,102,14,38,26,38,31,49,39,36,19,40,40,30,11,0,0,0,87.43523316,1.360103627,0,0,0,1.360103627,9.844559585,73.59307359,26.40692641,13.5021097,27.53164557,55.80168776,2.215189873,0.949367089,0
17,31,720500,2,17317205002,170317205002.00,1311,43,617,41.1,694,46.4,1311,1143,25,0,11,0,0,0,132,109063,714,697,17,875,19,0,0,0,0,0,0,0,0,0,0,0,4,0,6,98,6,45,90,70,334,164,32,7,20,7,0,0,10,39,10,5,15,23,22,76,45,39,109,71,87.18535469,1.906941266,0,0.839054157,0,0,0,10.06864989,97.61904762,2.380952381,3.314285714,11.88571429,61.6,18.74285714,3.657142857,0.8
17,31,720500,1,17317205001,170317205001.00,598,45.4,254,45.9,344,41.8,598,534,0,0,12,0,0,0,52,121042,366,362,4,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,0,28,58,28,186,77,11,23,5,0,3,0,5,5,5,10,0,20,11,41,28,8,41,77,89.29765886,0,0,2.006688963,0,0,0,8.695652174,98.90710383,1.092896175,2.386117137,8.459869848,65.07592191,16.70281996,2.386117137,4.989154013
17,31,720600,2,17317206002,170317206002.00,944,45.9,438,45.4,506,49.4,944,738,186,0,0,0,0,10,10,113239,523,487,36,671,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,32,0,5,143,58,258,108,34,24,17,0,0,0,0,6,19,0,50,5,17,50,48,36,60,47,78.1779661,19.70338983,0,0,0,0,1.059322034,1.059322034,93.1166348,6.883365201,1.341281669,4.76900149,69.15052161,16.09538003,5.067064083,3.576751118
17,31,730100,2,17317301002,170317301002.00,852,36.9,384,33.4,468,45.4,852,9,843,0,0,0,0,0,0,42500,360,294,66,571,2,0,0,0,0,0,0,0,0,0,0,0,20,22,20,125,0,28,97,88,134,35,0,0,0,53,11,16,10,12,19,34,4,14,12,16,10,77,0,0,1.056338028,98.94366197,0,0,0,0,0,0,81.66666667,18.33333333,11.2084063,21.89141856,60.77057793,6.129597198,0,0
17,31,730100,3,17317301003,170317301003.00,808,45.3,277,35.7,531,47.4,808,0,796,0,0,0,0,0,12,67014,389,296,93,591,0,0,0,0,0,0,0,0,0,0,0,15,5,28,44,96,16,16,213,21,60,68,9,0,22,5,20,15,15,0,29,18,11,0,37,52,50,5,16,4,0,98.51485149,0,0,0,0,0,1.485148515,76.09254499,23.90745501,15.56683587,18.95093063,52.4534687,11.50592217,1.52284264,0
17,31,820101,1,17318201011,170318201011.00,520,54.6,290,54.9,230,53.9,520,455,40,0,25,0,0,0,0,133462,326,326,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,38,11,203,88,35,0,0,0,0,0,0,19,0,20,0,0,0,25,41,13,42,60,87.5,7.692307692,0,4.807692308,0,0,0,0,100,0,0,2.948402948,66.83046683,21.62162162,8.5995086,0
17,31,820101,4,17318201014,170318201014.00,844,55.8,382,49.6,462,59.6,844,546,0,0,298,0,0,0,0,159837,389,389,0,668,0,0,0,0,0,0,0,0,0,28,0,0,0,0,20,29,67,55,84,14,177,128,66,0,15,0,31,0,0,14,0,0,15,15,0,0,19,28,58,122,64.69194313,0,0,35.30805687,0,0,0,0,100,0,7.185628743,14.37125749,49.4011976,19.16167665,9.880239521,0
17,31,821402,3,17318214023,170318214023.00,777,45.7,484,40.8,293,62.3,777,0,715,0,0,0,45,17,0,49280,425,425,0,633,0,0,0,0,0,0,0,0,0,0,0,0,29,0,33,109,27,30,242,69,76,18,0,0,36,20,0,19,55,19,0,10,47,30,41,37,70,9,0,0,0,92.02059202,0,0,0,5.791505792,2.187902188,0,100,0,9.794628752,21.4849921,65.87677725,2.843601896,0,0
17,31,821402,2,17318214022,170318214022.00,1393,47,620,46.1,773,49.5,1393,7,1386,0,0,0,0,0,0,48879,686,638,48,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,339,13,149,321,56,96,24,0,15,24,11,6,37,42,6,29,25,137,9,73,88,71,9,15,0,0.502512563,99.49748744,0,0,0,0,0,0,93.00291545,6.997084548,2.408477842,33.91136802,59.92292871,2.312138728,0,1.445086705
17,31,822101,4,17318221014,170318221014.00,1204,37.6,498,37.5,706,39.1,1204,988,82,0,0,0,0,12,122,122969,585,558,27,812,29,0,0,0,0,0,0,0,0,0,0,0,37,2,9,115,13,38,123,92,252,69,11,22,36,0,23,9,0,0,10,0,9,18,40,43,15,63,48,79,82.05980066,6.810631229,0,0,0,0,0.996677741,10.13289037,95.38461538,4.615384615,9.482758621,15.7635468,62.19211823,8.497536946,1.354679803,2.709359606
17,31,822101,2,17318221012,170318221012.00,1065,39.2,495,38.6,570,41.2,1065,810,0,0,11,0,0,22,222,64375,581,571,10,803,13,0,0,0,0,0,0,0,0,0,0,0,8,0,15,259,49,53,227,81,79,19,0,0,0,0,0,16,9,17,36,29,0,48,18,50,38,17,64,0,76.05633803,0,0,1.03286385,0,0,2.0657277,20.84507042,98.2788296,1.721170396,4.483188045,38.35616438,54.79452055,2.366127024,0,0
17,31,823102,2,17318231022,170318231022.00,1786,46.9,910,44.5,876,50.1,1786,1708,8,0,0,0,0,0,70,86127,860,803,57,1294,0,0,0,0,0,0,0,0,0,0,12,0,32,47,44,343,26,115,369,157,77,31,28,13,33,0,27,0,19,0,9,6,31,28,92,144,135,62,5,10,95.63269877,0.447928331,0,0,0,0,0,3.9193729,93.37209302,6.627906977,10.43276662,28.51622875,55.48686244,2.395672334,2.163833076,1.004636785
17,31,823102,1,17318231021,170318231021.00,1802,35.7,906,40.6,896,34.4,1802,1317,23,0,8,0,0,54,400,62000,920,884,36,1127,0,0,0,0,0,0,0,0,102,0,4,0,6,8,22,280,39,72,212,106,170,60,17,29,24,55,37,28,51,43,33,0,7,43,93,92,69,12,38,33,73.0854606,1.2763596,0,0.443951165,0,0,2.996670366,22.19755827,96.08695652,3.913043478,12.59982254,28.30523514,49.68944099,5.323868678,1.508429459,2.573203194
17,31,823304,5,17318233045,170318233045.00,585,40.6,239,40.4,346,47.2,585,372,213,0,0,0,0,0,0,97589,369,353,16,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,19,33,102,33,39,30,16,0,0,16,0,0,47,0,30,0,0,0,0,72,0,19,16,49,63.58974359,36.41025641,0,0,0,0,0,0,95.66395664,4.33604336,0,46.28450106,43.94904459,6.369426752,3.397027601,0
17,31,823304,6,17318233046,170318233046.00,1406,39.2,773,39.3,633,37.9,1406,325,381,0,29,0,0,0,671,88167,802,619,183,992,15,0,0,0,0,0,0,0,0,0,10,0,46,16,11,344,15,23,185,0,188,31,108,0,34,40,15,0,16,22,12,11,11,59,15,30,109,18,56,30,23.11522048,27.09815078,0,2.062588905,0,0,0,47.72403983,77.18204489,22.81795511,9.879032258,36.18951613,39.91935484,3.125,10.88709677,0
17,31,823304,3,17318233043,170318233043.00,1036,36.8,534,27.9,502,39.7,1036,469,433,0,49,0,0,0,85,34250,402,342,60,682,0,0,0,0,0,0,5,0,0,0,40,0,48,25,18,120,70,92,115,23,112,14,0,0,65,28,91,25,21,25,20,4,0,45,97,19,6,32,0,17,45.27027027,41.7953668,0,4.72972973,0,0,0,8.204633205,85.07462687,14.92537313,19.94134897,27.85923754,50.14662757,2.052785924,0,0
17,31,823304,4,17318233044,170318233044.00,1259,37.6,768,37.2,491,41.8,1259,494,154,0,0,0,0,0,611,38991,636,565,71,757,0,0,0,0,0,0,0,0,0,0,59,0,9,31,0,167,36,15,239,38,149,14,0,0,14,40,28,58,0,12,102,0,65,34,28,81,0,0,0,0,39.23749007,12.2319301,0,0,0,0,0,48.53057983,88.83647799,11.16352201,13.07793923,26.81638045,58.25627477,1.849405548,0,0
17,31,824800,3,17318248003,170318248003.00,1562,37.5,808,40.3,754,35.4,1562,88,504,0,80,0,0,62,828,36673,913,786,127,990,21,0,0,0,0,0,0,64,131,28,21,95,0,12,16,217,0,115,168,20,62,0,0,20,43,50,50,0,41,0,81,11,58,0,0,20,21,68,20,0,5.633802817,32.26632522,0,5.121638924,0,0,3.969270166,53.00896287,86.0898138,13.9101862,39.19191919,21.91919192,36.86868687,0,0,2.02020202
17,31,824800,4,17318248004,170318248004.00,1589,33.1,650,33.7,939,25.9,1589,176,80,0,24,0,0,58,1251,58355,677,569,108,938,49,0,0,0,18,0,57,0,20,0,79,33,65,14,47,139,82,13,108,54,111,49,0,0,28,71,22,56,26,0,0,0,23,33,62,68,80,0,12,12,11.07614852,5.034612964,0,1.510383889,0,0,3.650094399,78.72876023,84.04726736,15.95273264,40.7249467,23.56076759,30.49040512,5.223880597,0,0
17,31,31700,2,17310317002,170310317002.00,1403,36.1,684,37.4,719,35.5,1403,886,296,0,29,0,22,11,159,42500,1032,965,67,1137,0,0,0,0,0,0,0,0,0,0,19,0,17,0,31,174,0,36,115,18,431,166,84,46,106,146,49,89,15,15,0,38,16,37,39,56,53,68,90,59,63.15039202,21.0976479,0,2.066999287,0,1.568068425,0.784034212,11.33285816,93.50775194,6.492248062,5.892700088,15.30343008,52.77044855,14.5998241,7.387862797,4.045734389
17,31,31700,3,17310317003,170310317003.00,1434,33.9,836,34.2,598,33.7,1434,997,261,5,91,0,0,27,53,80455,1226,1214,12,1260,0,0,0,0,0,5,0,0,0,0,10,9,9,13,20,54,18,81,207,61,417,271,33,52,14,0,44,13,17,12,67,78,37,32,84,127,71,140,37,75,69.52580195,18.20083682,0.348675035,6.345885635,0,0,1.882845188,3.69595537,99.02120718,0.978792822,5.238095238,5.714285714,60.79365079,21.50793651,2.619047619,4.126984127
17,31,81300,2,17310813002,170310813002.00,191,61.3,90,63.5,101,58.8,191,141,12,0,18,0,0,0,20,-666666666,108,72,36,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,38,53,17,35,18,18,17,0,0,18,12,0,0,0,0,18,0,0,20,0,17,73.82198953,6.282722513,0,9.42408377,0,0,0,10.47120419,66.66666667,33.33333333,0,0,63.35078534,8.90052356,18.32460733,9.42408377
17,31,81300,1,17310813001,170310813001.00,776,37.3,267,37.9,509,33.7,776,535,14,0,194,0,0,0,33,87708,587,569,18,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,0,36,52,0,317,191,15,18,69,33,0,35,0,33,0,0,0,29,32,124,106,64,41,58,68.94329897,1.804123711,0,25,0,0,0,4.25257732,96.93356048,3.066439523,2.65095729,4.71281296,59.64653903,28.12960236,2.209131075,2.65095729
17,31,100200,1,17311002001,170311002001.00,1309,43.4,762,37.4,547,55.8,1309,1008,0,0,19,0,0,17,265,106620,786,743,43,971,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,212,18,28,19,80,289,249,32,0,45,16,0,0,25,0,26,0,0,0,83,37,106,55,113,120,77.00534759,0,0,1.451489687,0,0,1.298701299,20.24446142,94.52926209,5.470737913,4.531410917,23.6869207,42.84243048,25.64366632,3.295571576,0
17,31,100200,2,17311002002,170311002002.00,887,39.3,432,39,455,43.6,887,578,0,0,40,0,0,40,229,113287,571,558,13,712,0,0,0,0,0,0,0,0,0,7,0,36,51,41,0,149,29,0,102,54,166,77,0,0,7,15,0,0,0,0,36,0,0,0,61,11,54,32,50,28,65.16347238,0,0,4.509582864,0,0,4.509582864,25.81736189,97.72329247,2.276707531,18.96067416,25,45.2247191,10.81460674,0,0
17,31,100200,4,17311002004,170311002004.00,870,32,468,26.9,402,36.9,870,678,133,0,0,0,0,31,28,68250,484,484,0,602,0,0,0,0,0,0,0,0,0,0,51,0,10,0,0,139,0,32,56,50,208,40,16,0,76,0,0,0,0,13,0,17,19,37,144,25,15,18,33,35,77.93103448,15.28735632,0,0,0,0,3.563218391,3.218390805,100,0,10.13289037,23.089701,57.47508306,6.644518272,2.657807309,0
17,31,100200,5,17311002005,170311002005.00,1134,35.8,594,30.1,540,52.6,1134,949,0,0,48,0,19,53,65,64932,758,702,56,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,25,26,188,26,234,73,16,10,17,0,68,16,10,0,0,63,0,53,94,82,62,27,40,10,83.68606702,0,0,4.232804233,0,1.675485009,4.67372134,5.731922399,92.6121372,7.387862797,0,35.97765363,52.96089385,8.156424581,1.787709497,1.117318436
17,31,100300,3,17311003003,170311003003.00,750,44.6,386,41.6,364,45.1,750,544,0,0,17,0,115,35,39,85417,372,363,9,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,16,8,132,84,55,48,0,0,15,0,0,0,0,50,0,0,16,61,76,38,0,25,43,72.53333333,0,0,2.266666667,0,15.33333333,4.666666667,5.2,97.58064516,2.419354839,0,37.06422018,44.03669725,10.09174312,8.80733945,0
17,31,100300,4,17311003004,170311003004.00,1070,39.9,505,39.7,565,45.8,1070,646,15,6,173,0,0,39,191,105664,550,550,0,819,0,0,0,0,0,0,0,0,6,0,6,0,0,11,14,293,19,26,85,160,102,64,14,19,16,56,17,16,0,0,0,0,0,0,0,75,32,55,59,51,60.37383178,1.401869159,0.560747664,16.1682243,0,0,3.644859813,17.85046729,100,0,4.517704518,38.0952381,45.54334554,7.814407814,1.709401709,2.31990232
17,31,100300,2,17311003002,170311003002.00,1194,54.4,550,49.6,644,56.4,1194,967,7,8,30,0,0,0,182,70132,526,498,28,1009,0,0,0,0,0,0,0,0,9,0,17,0,54,0,0,181,38,30,102,61,219,195,56,47,0,65,48,0,0,15,12,0,0,31,84,46,30,27,44,42,80.98827471,0.586264657,0.67001675,2.512562814,0,0,0,15.24288107,94.67680608,5.323193916,7.92864222,21.70465808,40.83250743,19.32606541,5.550049554,4.658077304
17,31,100300,6,17311003006,170311003006.00,1459,72.1,527,60.4,932,78.6,1459,1330,7,0,28,0,0,0,94,24336,564,546,18,1317,0,0,0,0,0,0,0,0,0,0,17,32,0,0,0,463,30,77,150,41,347,160,0,0,114,78,203,32,33,30,15,13,0,62,16,18,61,34,50,78,91.15832762,0.479780672,0,1.919122687,0,0,0,6.44276902,96.80851064,3.191489362,3.720577069,37.43356112,46.69703872,12.14882308,0,0
17,31,120400,3,17311204003,170311204003.00,1494,35,614,36.5,880,34.7,1494,569,18,0,328,0,0,41,538,82500,817,789,28,1021,7,0,0,0,0,10,0,0,22,28,9,0,17,10,38,113,32,68,179,108,297,58,16,9,16,13,9,11,10,6,26,43,9,10,14,112,96,27,53,25,38.08567604,1.204819277,0,21.95448461,0,0,2.744310576,36.0107095,96.57282742,3.427172583,13.80999021,14.20176298,63.8589618,5.680705191,1.567091087,0.881488737
17,31,120400,2,17311204002,170311204002.00,1147,33.4,644,31.8,503,37,1147,560,0,0,275,0,0,0,312,72039,714,692,22,880,0,0,0,0,0,0,0,0,63,0,21,0,0,10,0,197,58,16,198,17,178,87,26,9,0,30,8,10,7,25,61,0,0,23,19,26,44,10,49,47,48.82301656,0,0,23.97558849,0,0,0,27.20139494,96.91876751,3.081232493,10.68181818,28.97727273,46.47727273,9.886363636,2.954545455,1.022727273
17,31,150300,6,17311503006,170311503006.00,1449,34.5,664,34.4,785,36.1,1449,713,0,0,0,0,0,156,580,46786,812,755,57,923,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,276,0,73,54,90,257,91,27,13,0,39,40,28,14,35,20,64,29,30,11,44,0,69,64,13,49.20634921,0,0,0,0,0,10.76604555,40.02760524,92.98029557,7.019704433,4.550379198,29.90249187,51.35427952,9.85915493,2.92524377,1.408450704
17,31,150300,1,17311503001,170311503001.00,787,50.2,381,36.6,406,50.9,787,669,49,0,0,0,0,0,69,59628,542,542,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,197,16,44,66,52,126,102,15,18,0,16,14,39,0,15,15,30,0,86,14,100,32,15,27,16,85.00635324,6.226175349,0,0,0,0,0,8.76747141,100,0,4.504504505,31.98198198,43.24324324,15.31531532,2.252252252,2.702702703
17,31,150300,5,17311503005,170311503005.00,683,46.5,381,62.5,302,37.1,683,468,0,0,134,0,0,0,81,76797,394,381,13,619,0,0,0,0,0,0,0,21,0,0,0,0,87,0,0,67,30,68,43,17,204,65,17,0,0,0,0,37,0,29,0,0,0,39,16,16,65,17,28,18,68.52122987,0,0,19.6193265,0,0,0,11.85944363,96.70050761,3.299492386,17.44749596,15.67043619,53.63489499,10.50080775,2.746365105,0
17,31,150300,3,17311503003,170311503003.00,1490,35.4,921,21.9,569,38.8,1490,599,0,0,90,0,0,164,637,81314,696,625,71,859,13,0,0,0,0,0,0,0,0,0,22,18,9,18,13,225,36,14,167,62,178,84,0,0,13,17,13,0,28,0,16,0,0,0,33,193,77,31,0,10,40.20134228,0,0,6.040268456,0,0,11.00671141,42.75167785,89.79885057,10.20114943,10.82654249,30.38416764,49.0104773,9.778812573,0,0
17,31,750200,3,17317502003,170317502003.00,742,39.8,425,34.4,317,41.6,742,481,162,0,0,0,0,9,90,145588,350,350,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,28,37,145,138,58,31,0,0,0,0,0,0,0,8,0,0,10,14,87,17,20,90,64.82479784,21.8328841,0,0,0,0,1.212938005,12.12938005,100,0,0,2.838427948,47.59825328,30.13100437,12.66375546,6.768558952
17,31,750200,1,17317502001,170317502001.00,539,39.9,205,48,334,32.5,539,56,466,0,0,0,0,0,17,-666666666,241,241,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,46,83,50,63,57,0,0,16,19,13,73,0,0,0,13,0,0,41,9,0,0,44,0,10.38961039,86.45640074,0,0,0,0,0,3.153988868,100,0,0,23.33333333,62.05128205,14.61538462,0,0
17,31,300800,2,17313008002,170313008002.00,2058,29.8,1250,26.7,808,33.2,2058,15,0,0,0,0,0,0,2043,31552,879,865,14,1230,95,0,0,0,0,24,0,22,164,0,94,120,0,31,88,375,70,0,55,0,85,7,0,0,32,38,128,81,0,75,44,66,29,26,99,0,12,0,0,0,0.728862974,0,0,0,0,0,0,99.27113703,98.407281,1.592718999,51.8699187,36.17886179,11.38211382,0.569105691,0,0
17,31,61200,1,17310612001,170310612001.00,2164,28.2,1116,26.7,1048,29.8,2164,1698,28,0,94,0,8,84,252,138000,1514,1486,28,1446,0,0,0,0,0,0,0,0,13,0,0,0,9,0,5,31,12,30,82,23,701,320,174,46,6,5,13,10,13,27,25,21,11,19,81,101,58,62,101,257,78.46580407,1.293900185,0,4.343807763,0,0.369685767,3.881700555,11.64510166,98.15059445,1.849405548,1.867219917,2.973720609,57.81466113,22.13001383,12.03319502,3.181189488
17,31,61500,1,17310615001,170310615001.00,2000,29.5,1080,30.1,920,28.9,2000,1677,27,0,41,0,0,78,177,123409,1631,1593,38,1511,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,36,0,36,112,64,763,336,141,16,19,30,15,5,4,0,14,21,31,33,66,79,111,81,124,209,83.85,1.35,0,2.05,0,0,3.9,8.85,97.67014102,2.329858982,0.463269358,2.382528127,64.52680344,22.23692919,9.331568498,1.05890139
17,31,62900,1,17310629001,170310629001.00,1080,30.3,684,30.9,396,28.5,1080,829,39,0,45,0,0,50,117,111029,849,822,27,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,10,75,22,356,191,118,23,6,8,7,7,8,7,24,35,0,50,34,71,62,58,92,129,76.75925926,3.611111111,0,4.166666667,0,0,4.62962963,10.83333333,96.81978799,3.180212014,0,6.13931523,54.6635183,22.5501771,13.93152302,2.715466352
17,31,62900,2,17310629002,170310629002.00,1313,28.1,778,28.4,535,26,1313,1077,111,0,88,0,0,11,26,171136,1105,1105,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,0,8,30,30,628,184,44,0,0,34,0,16,7,8,0,58,9,28,33,32,18,46,94,205,82.0258949,8.453922315,0,6.702208682,0,0,0.837776085,1.98019802,100,0,0.733752621,2.410901468,72.95597484,19.28721174,4.612159329,0
