state,county_num,fixed tract,block_group,GEOID,GEOID_text,TotalPop,TotalMedianAge,MalePop,MMedianAge,FemalePop,FMedianAge,TotalAll,White,BlackorAA,Native,Asian,PacificIslander,Other,TwoPlus,HispanicLatino,MedianHHIncome,TotalCivLaborForce,TotalCivEmployed,TotalCivUnemployed,TotalEdu,NoSchooling,Nursery,Kindergarten,1stGrade,2ndGrade,3rdGrade,4thGrade,5thGrade,6thGrade,7thGrade,8thGrade,9thGrade,10thGrade,11thGrade,12thGradeNoGrad,HSGrad,GEDHSGrad,1YrCollege,1PlusYrsCollegeNoDeg,AssociatesDeg,BachelorsDeg,MastersDeg,ProSchoolDeg,DoctorateDeg,Less10k,10k_14.9k,15k_19.9k,20k_24.9k,25k_29.9k,30k_34.9k,35k_39.9k,40k_44.9k,45k_49.9k,50k_59.9k,60k_749.9k,75k_99.9k,100k_124.9k,125k_149.9k,150k_199.9k,200k+,PercWhite,PercBlack,PercNative,PercAsian,PercPacificIslander,PercOther,PercTwoPlus,PercHispanicLatino,PercCivEmployed,PercCivUnemployed,PercNoHS,PercHS,PercCollege,PercMasters,PercProSchool,PercDoctorate
17,31,250300,4,17312503004,170312503004.00,825,32,429,28.1,396,33.9,825,0,509,0,0,0,0,0,316,29423,341,341,0,503,0,0,0,0,0,0,0,0,30,0,16,33,0,13,35,159,36,26,54,16,72,0,0,13,12,42,25,14,58,60,0,7,0,10,0,40,16,0,0,0,0,61.6969697,0,0,0,0,0,38.3030303,100,0,25.24850895,38.76739563,33.39960239,0,0,2.584493042
17,31,251500,2,17312515002,170312515002.00,714,25.1,453,21.4,261,50,714,0,714,0,0,0,0,0,0,38542,277,180,97,358,0,0,0,0,0,0,0,0,16,0,0,30,0,50,0,124,0,30,77,0,31,0,0,0,29,0,23,24,0,0,30,13,0,0,25,0,14,19,0,0,0,100,0,0,0,0,0,0,64.98194946,35.01805054,26.81564246,34.63687151,38.54748603,0,0,0
17,31,251500,3,17312515003,170312515003.00,1214,48.4,640,28.9,574,50.5,1214,0,1125,0,0,0,0,16,73,26957,441,404,37,922,0,0,0,0,0,0,0,0,0,43,0,55,59,83,0,416,92,71,57,0,0,46,0,0,49,31,92,22,23,14,37,16,16,12,26,86,0,0,0,0,0,92.66886326,0,0,0,0,1.317957166,6.013179572,91.60997732,8.390022676,26.03036876,55.09761388,13.88286334,4.989154013,0,0
17,31,251900,1,17312519001,170312519001.00,477,46.2,287,46.7,190,39.1,477,7,470,0,0,0,0,0,0,30121,198,198,0,365,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,116,0,76,51,38,27,30,0,0,8,0,57,59,0,45,36,0,0,35,0,0,11,0,0,0,1.467505241,98.53249476,0,0,0,0,0,0,100,0,7.397260274,31.78082192,52.60273973,8.219178082,0,0
17,31,833000,2,17318330002,170318330002.00,2013,33.2,1035,33.2,978,33,2013,1278,382,0,85,0,0,234,34,138650,1332,1263,69,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,17,18,114,25,728,272,203,21,82,139,0,0,16,48,21,0,0,0,0,145,46,25,169,326,63.48733234,18.97665176,0,4.222553403,0,0,11.62444113,1.689021361,94.81981982,5.18018018,0,9.084924292,58.26201448,17.90651745,13.3640553,1.382488479
17,31,833000,1,17318330001,170318330001.00,2467,33.6,1262,33.6,1205,33.7,2467,1825,130,0,309,0,0,56,147,151729,1998,1906,92,2209,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,59,0,0,125,75,1232,417,225,38,215,30,0,15,18,17,16,0,14,30,32,120,87,96,338,453,73.97648966,5.269558168,0,12.52533441,0,0,2.269963518,5.958654236,95.3953954,4.604604605,1.720235401,2.670891806,64.82571299,18.87732005,10.18560435,1.720235401
17,31,820603,1,17318206031,170318206031.00,1776,28.2,867,29.1,909,27.6,1776,503,215,0,0,0,0,62,996,51574,805,713,92,1029,17,0,0,0,0,0,45,0,91,0,0,58,102,56,26,225,169,33,71,57,43,25,11,0,8,0,67,22,46,9,7,69,0,82,46,26,83,0,25,0,28.32207207,12.10585586,0,0,0,0,3.490990991,56.08108108,88.57142857,11.42857143,38.38678328,38.28960155,19.82507289,2.429543246,1.068999028,0
17,31,820603,3,17318206033,170318206033.00,1785,37.2,880,25.8,905,41.6,1785,1323,55,0,79,0,0,13,315,87128,979,970,9,1160,9,0,0,0,0,0,8,0,0,0,7,0,10,10,27,368,31,88,224,127,198,53,0,0,37,0,0,9,40,46,18,15,16,40,21,115,28,47,106,61,74.11764706,3.081232493,0,4.425770308,0,0,0.728291317,17.64705882,99.08069459,0.919305414,6.120689655,34.39655172,54.9137931,4.568965517,0,0
17,31,820603,2,17318206032,170318206032.00,2319,40.3,1254,36.3,1065,40.7,2319,1554,69,0,112,0,0,0,584,58873,1158,1043,115,1605,38,0,0,0,0,0,0,0,0,60,10,44,38,53,72,643,42,135,164,65,157,64,8,12,47,29,88,18,42,53,9,10,45,81,72,175,28,11,39,51,67.01164295,2.97542044,0,4.82966796,0,0,0,25.18326865,90.06908463,9.930915371,19.62616822,42.67912773,32.46105919,3.987538941,0.498442368,0.747663551
17,31,820604,1,17318206041,170318206041.00,2813,32.3,1378,34.8,1435,30.1,2813,2236,32,0,0,0,0,37,508,46818,1265,1240,25,1737,11,0,0,0,0,0,11,0,39,26,55,9,153,51,65,614,92,77,186,202,100,46,0,0,135,35,43,47,49,30,35,150,76,87,100,89,56,88,44,0,79.48809101,1.137575542,0,0,0,0,1.315321721,18.05901173,98.02371542,1.976284585,24.17962003,40.64478987,32.527346,2.648244099,0,0
17,31,820604,2,17318206042,170318206042.00,1120,37.4,549,39.9,571,30.8,1120,853,0,0,0,0,0,0,267,40742,507,446,61,718,12,0,0,0,0,0,0,0,11,9,9,0,17,17,12,345,21,26,138,49,44,8,0,0,18,28,17,10,89,8,13,41,0,30,40,55,8,13,8,7,76.16071429,0,0,0,0,0,0,23.83928571,87.96844181,12.03155819,12.11699164,50.97493036,35.79387187,1.114206128,0,0
17,31,820606,2,17318206062,170318206062.00,2017,36,997,36.1,1020,35.9,2017,1361,103,0,10,0,0,35,508,59038,815,815,0,1359,36,0,0,0,0,0,0,0,17,0,109,8,0,21,34,323,26,56,237,93,310,67,22,0,22,37,45,31,51,72,55,0,8,50,77,125,34,45,15,55,67.47645017,5.106593951,0,0.495785821,0,0,1.735250372,25.18591968,100,0,16.55629139,25.68064753,51.21412804,4.930095659,1.61883738,0
17,31,820606,1,17318206061,170318206061.00,1829,48.2,936,39.8,893,53.5,1829,1634,54,0,22,0,0,15,104,75321,1081,996,85,1456,13,0,0,0,0,0,0,0,0,0,0,0,0,0,55,437,51,97,218,126,359,84,16,0,0,21,46,38,54,60,0,0,10,41,107,120,106,45,52,64,89.3384363,2.952433024,0,1.202843084,0,0,0.820120284,5.686167305,92.13691027,7.863089732,4.67032967,33.51648352,54.94505495,5.769230769,1.098901099,0
17,31,813701,2,17318137012,170318137012.00,1765,32.6,895,34,870,30.9,1765,73,89,0,0,0,0,0,1603,48368,855,794,61,1073,75,0,0,0,0,0,29,0,125,0,38,29,0,0,65,306,40,30,126,86,110,14,0,0,13,83,10,25,29,32,19,23,36,14,82,43,46,0,22,16,4.135977337,5.042492918,0,0,0,0,0,90.82152975,92.86549708,7.134502924,33.64398882,32.24603914,32.80521901,1.304753029,0,0
17,31,813701,1,17318137011,170318137011.00,1945,33.2,1050,26.8,895,33.9,1945,56,52,0,0,0,0,0,1837,49167,992,862,130,1136,72,0,0,11,12,40,16,34,72,0,137,28,31,88,27,204,117,42,61,118,26,0,0,0,15,9,25,16,45,19,80,20,30,60,18,25,83,28,0,25,2.879177378,2.673521851,0,0,0,0,0,94.44730077,86.89516129,13.10483871,50,28.25704225,21.74295775,0,0,0
17,31,813802,3,17318138023,170318138023.00,1262,23.9,527,23.5,735,24.1,1262,54,0,21,0,0,0,0,1187,60833,597,575,22,598,19,0,0,0,0,13,0,0,45,0,7,26,0,14,28,324,48,14,13,12,35,0,0,0,0,0,25,11,63,0,0,41,0,0,54,51,15,34,0,0,4.278922345,0,1.664025357,0,0,0,0,94.0570523,96.31490787,3.685092127,25.4180602,62.20735786,12.37458194,0,0,0
17,31,813802,2,17318138022,170318138022.00,1297,31.5,597,41.3,700,25.5,1297,16,133,0,0,0,0,0,1148,38654,645,611,34,739,65,0,0,0,0,0,26,0,69,0,45,27,0,47,0,266,11,36,90,55,0,2,0,0,11,25,52,72,14,0,52,35,12,51,15,43,14,0,0,0,1.233616037,10.25443331,0,0,0,0,0,88.51195066,94.72868217,5.271317829,37.75372124,37.48308525,24.49255751,0.270635995,0,0
17,31,813802,1,17318138021,170318138021.00,650,28.6,303,30,347,27.4,650,17,0,0,0,0,0,0,633,39861,290,290,0,413,17,0,0,0,0,0,0,0,50,0,16,40,12,19,12,116,29,6,84,0,12,0,0,0,0,21,0,0,0,12,54,0,16,12,0,48,0,5,5,0,2.615384615,0,0,0,0,0,0,97.38461538,100,0,40.1937046,35.10895884,24.69733656,0,0,0
17,31,813802,4,17318138024,170318138024.00,1764,33.1,870,34.6,894,32.5,1764,195,65,0,106,0,0,0,1398,43621,791,742,49,969,8,0,0,0,0,0,25,0,90,0,0,60,0,26,36,284,103,85,102,48,60,20,4,18,35,22,29,46,18,72,0,58,0,25,64,113,10,4,0,0,11.05442177,3.684807256,0,6.009070295,0,0,0,79.25170068,93.80530973,6.194690265,25.28379773,39.9380805,30.44375645,2.063983488,0.412796698,1.857585139
17,31,812301,2,17318123012,170318123012.00,2064,35.7,1076,31.4,988,43.6,2064,1250,341,0,193,0,9,91,180,81471,1139,1119,20,1606,2,0,0,0,0,0,0,0,0,0,50,0,0,0,35,32,0,13,101,63,677,382,128,123,166,49,80,16,15,63,15,0,18,110,14,330,90,210,16,136,60.5620155,16.52131783,0,9.350775194,0,0.436046512,4.408914729,8.720930233,98.24407375,1.755926251,5.417185554,1.99252802,53.17559153,23.78580324,7.97011208,7.658779577
17,31,812301,3,17318123013,170318123013.00,1314,39.6,579,38.2,735,40.3,1314,871,248,0,69,0,16,18,92,90948,865,768,97,1093,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,45,0,38,104,18,382,296,123,84,0,0,0,0,38,16,40,0,37,47,70,145,71,34,80,79,66.28614916,18.87366819,0,5.251141553,0,1.217656012,1.369863014,7.00152207,88.78612717,11.21387283,0.274473925,4.117108875,49.58828911,27.08142726,11.25343092,7.685269899
17,31,812801,2,17318128012,170318128012.00,1292,35.6,573,46.7,719,33.8,1292,671,366,0,76,0,138,15,26,94271,852,852,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,111,10,0,143,45,201,390,87,23,48,0,10,11,0,47,0,39,12,32,63,95,135,84,34,63,51.93498452,28.32817337,0,5.882352941,0,10.68111455,1.160990712,2.012383901,100,0,1.270772239,11.82795699,38.02541544,38.12316716,8.504398827,2.248289345
17,31,812802,1,17318128021,170318128021.00,726,42.5,185,36.4,541,46.8,726,401,179,0,57,0,13,32,44,60060,455,425,30,570,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,44,0,30,72,51,157,111,79,0,35,9,20,36,0,0,24,13,9,46,74,9,29,0,29,52,55.23415978,24.65564738,0,7.851239669,0,1.790633609,4.407713499,6.060606061,93.40659341,6.593406593,4.561403509,7.719298246,54.38596491,19.47368421,13.85964912,0
17,31,812802,2,17318128022,170318128022.00,726,36.2,420,35.8,306,38.1,726,478,117,0,59,0,0,12,60,58839,537,516,21,591,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,30,0,35,20,47,205,160,31,49,0,9,0,33,0,0,9,12,11,123,12,34,11,15,0,112,65.84022039,16.11570248,0,8.126721763,0,0,1.652892562,8.26446281,96.08938547,3.910614525,2.368866328,5.076142132,51.94585448,27.07275804,5.24534687,8.291032149
17,31,812302,3,17318123023,170318123023.00,590,60.4,275,61.5,315,59.9,590,274,155,0,67,0,0,12,82,94107,255,247,8,475,0,0,0,0,0,0,7,0,16,0,7,6,0,6,0,88,13,0,48,39,115,85,16,29,20,0,7,0,8,0,16,0,16,15,11,15,33,18,20,32,46.44067797,26.27118644,0,11.3559322,0,0,2.033898305,13.89830508,96.8627451,3.137254902,8.842105263,21.26315789,42.52631579,17.89473684,3.368421053,6.105263158
17,31,760801,2,17317608012,170317608012.00,1636,34.4,822,28.8,814,41.3,1636,1150,0,0,36,0,0,81,369,54505,992,988,4,1168,23,0,0,0,0,0,10,0,0,0,10,0,0,0,17,239,0,138,108,105,279,217,22,0,16,24,0,17,60,37,4,80,37,127,46,136,110,9,43,0,70.29339853,0,0,2.200488998,0,0,4.951100244,22.55501222,99.59677419,0.403225806,5.136986301,20.46232877,53.93835616,18.57876712,1.883561644,0
17,31,10201,3,17310102013,170310102013.00,1824,28.4,808,39.5,1016,26,1824,476,556,0,50,0,149,77,516,52948,760,760,0,1089,59,0,0,0,0,0,0,0,0,0,130,57,0,48,0,171,87,86,126,30,209,86,0,0,99,0,10,0,43,109,9,0,0,135,48,56,43,59,0,0,26.09649123,30.48245614,0,2.74122807,0,8.168859649,4.221491228,28.28947368,100,0,26.99724518,23.69146006,41.41414141,7.897153352,0,0
17,31,10201,1,17310102011,170310102011.00,1706,33.9,829,30.8,877,34.6,1706,384,745,15,87,0,0,216,259,42778,862,800,62,1199,29,0,0,0,0,0,0,0,0,0,71,0,23,27,0,227,40,40,151,105,218,268,0,0,71,40,67,49,10,107,10,18,0,54,96,77,87,12,0,14,22.5087925,43.66940211,0.879249707,5.0996483,0,0,12.66119578,15.18171161,92.80742459,7.192575406,12.51042535,22.26855713,42.86905755,22.35195997,0,0
17,31,819400,2,17318194002,170318194002.00,1825,36.1,680,30.6,1145,36.5,1825,583,252,18,40,0,0,18,914,57417,1063,1044,19,1112,0,0,0,0,0,0,0,0,18,55,0,0,0,0,0,274,15,46,183,82,259,161,19,0,82,43,26,45,14,14,58,13,16,28,40,32,199,27,40,0,31.94520548,13.80821918,0.98630137,2.191780822,0,0,0.98630137,50.08219178,98.21260583,1.787394167,6.564748201,25.98920863,51.25899281,14.47841727,1.708633094,0
17,31,819400,3,17318194003,170318194003.00,527,45.4,275,42.2,252,46,527,414,0,0,0,0,0,0,113,80669,305,305,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,155,17,53,14,0,12,0,0,13,0,0,0,0,32,31,17,0,66,35,15,0,0,78.55787476,0,0,0,0,0,0,21.44212524,100,0,0,39.2251816,54.47941889,3.389830508,0,2.905569007
17,31,819400,4,17318194004,170318194004.00,1327,37.1,448,45.3,879,20.8,1327,692,362,0,58,0,0,13,202,100625,625,596,29,843,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,229,13,12,118,71,243,83,0,32,25,17,0,13,0,0,23,0,43,0,0,72,48,97,40,23,52.14770158,27.279578,0,4.370761115,0,0,0.979653353,15.22230595,95.36,4.64,4.982206406,28.70699881,52.66903915,9.845788849,0,3.795966785
17,31,819400,5,17318194005,170318194005.00,615,41.8,285,41,330,48.8,615,513,42,0,0,0,0,0,60,76938,308,308,0,513,22,0,0,0,0,0,17,0,0,0,26,0,0,0,0,138,0,18,28,37,100,127,0,0,0,0,17,16,0,0,0,35,0,0,48,94,53,0,0,0,83.41463415,6.829268293,0,0,0,0,0,9.756097561,100,0,12.6705653,26.9005848,35.67251462,24.75633528,0,0
17,31,819400,1,17318194001,170318194001.00,1112,40.9,523,40.6,589,41.4,1112,617,0,0,32,0,0,17,446,73566,741,687,54,781,0,0,0,0,0,0,0,0,0,0,16,0,29,0,25,160,9,47,141,95,186,57,16,0,51,0,29,17,0,13,16,0,0,14,113,80,0,59,61,14,55.48561151,0,0,2.877697842,0,0,1.528776978,40.10791367,92.71255061,7.287449393,8.962868118,21.63892446,60.05121639,7.298335467,2.04865557,0
17,31,210900,1,17312109001,170312109001.00,2034,32.8,1048,32.1,986,34.3,2034,891,33,0,139,0,0,67,904,80568,1309,1289,20,1493,20,0,0,0,0,0,10,0,57,0,33,0,5,26,49,201,78,47,139,65,523,210,30,0,0,27,113,56,17,15,22,63,0,37,58,83,149,65,111,45,43.80530973,1.622418879,0,6.833824975,0,0,3.294001967,44.44444444,98.47211612,1.527883881,13.39584729,18.68720697,51.841929,14.06563965,2.009377093,0
17,31,210900,2,17312109002,170312109002.00,1024,30.1,585,29.9,439,31,1024,653,137,0,22,0,0,26,186,89432,711,711,0,701,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,6,84,77,305,101,15,0,0,3,20,15,0,33,0,8,0,30,26,70,47,21,77,45,63.76953125,13.37890625,0,2.1484375,0,0,2.5390625,18.1640625,100,0,3.138373752,12.98145506,67.33238231,14.40798859,2.139800285,0
17,31,260200,1,17312602001,170312602001.00,960,30.6,425,30.5,535,30.6,960,0,939,0,0,0,0,0,21,35192,347,293,54,535,8,0,0,0,0,0,0,11,0,0,0,28,14,33,17,168,6,53,100,52,30,13,0,2,48,39,9,6,23,15,35,13,7,26,34,5,8,16,0,0,0,97.8125,0,0,0,0,0,2.1875,84.43804035,15.56195965,20.74766355,32.52336449,43.92523364,2.429906542,0,0.373831776
17,31,815500,5,17318155005,170318155005.00,1595,27.6,724,27.6,871,28.1,1595,369,0,0,0,0,0,0,1226,75773,650,637,13,836,0,0,0,0,0,15,0,0,27,0,35,0,0,32,0,315,0,13,139,11,162,87,0,0,32,0,0,48,0,0,0,18,0,0,95,156,0,49,0,22,23.13479624,0,0,0,0,0,0,76.86520376,98,2,13.03827751,37.67942584,38.87559809,10.40669856,0,0
17,31,815500,7,17318155007,170318155007.00,650,45.3,266,55.3,384,42.4,650,253,19,0,0,0,0,0,378,64485,307,307,0,442,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,108,34,0,165,40,76,0,0,0,0,30,0,0,18,50,0,25,0,0,45,90,0,15,0,0,38.92307692,2.923076923,0,0,0,0,0,58.15384615,100,0,4.298642534,32.12669683,63.57466063,0,0,0
17,31,815500,2,17318155002,170318155002.00,811,41,394,42.3,417,37.3,811,271,0,0,0,0,0,0,540,200647,474,474,0,479,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,241,25,54,0,29,78,0,0,34,0,0,0,0,0,0,0,8,17,0,37,0,19,0,25,121,33.41553637,0,0,0,0,0,0,66.58446363,100,0,3.75782881,55.53235908,33.61169102,0,0,7.098121086
17,31,815500,1,17318155001,170318155001.00,1561,33.2,779,41.9,782,27.1,1561,325,12,0,14,0,0,95,1115,73409,777,752,25,932,34,0,0,0,0,10,10,0,10,41,26,0,0,95,50,247,35,11,105,106,97,34,0,21,11,95,0,50,0,0,14,49,0,0,44,65,44,11,69,18,20.81998719,0.768737988,0,0.896860987,0,0,6.085842409,71.42857143,96.78249678,3.217503218,29.61373391,30.25751073,34.22746781,3.64806867,0,2.253218884
17,31,815500,3,17318155003,170318155003.00,1133,34.7,562,25.5,571,42.1,1133,211,0,0,0,0,0,0,922,52778,450,438,12,713,24,0,0,0,0,0,0,0,23,0,85,28,28,9,0,178,0,33,200,81,24,0,0,0,0,13,0,0,28,10,47,39,0,18,57,20,17,0,0,29,18.62312445,0,0,0,0,0,0,81.37687555,97.33333333,2.666666667,27.62973352,24.96493689,47.40532959,0,0,0
17,31,818000,2,17318180002,170318180002.00,631,53.8,291,39.6,340,65.9,631,345,28,0,161,0,0,0,97,53182,347,343,4,530,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,88,32,53,112,27,134,54,0,0,0,0,76,33,36,22,8,0,0,31,34,74,8,0,12,22,54.67511886,4.437400951,0,25.51505547,0,0,0,15.37242472,98.84726225,1.152737752,5.660377358,22.64150943,61.50943396,10.18867925,0,0
17,31,818000,3,17318180003,170318180003.00,1720,36.5,757,36.3,963,36.6,1720,663,485,0,213,0,0,0,359,47377,747,653,94,1082,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,387,30,105,201,71,208,55,13,0,67,0,34,12,36,32,11,60,61,62,51,72,20,42,16,25,38.54651163,28.19767442,0,12.38372093,0,0,0,20.87209302,87.41633199,12.58366801,1.109057301,38.53974122,54.06654344,5.083179298,1.201478743,0
17,31,822900,1,17318229001,170318229001.00,1921,38.4,955,39.5,966,37.1,1921,1375,42,0,21,0,0,75,408,51917,1000,928,72,1333,19,0,0,0,0,0,0,0,11,0,27,44,20,10,21,465,41,137,116,120,135,120,37,10,9,7,27,28,52,27,69,9,75,49,48,126,70,14,23,19,71.57730349,2.18636127,0,1.093180635,0,0,3.904216554,21.23893805,92.8,7.2,11.40285071,37.95948987,38.10952738,9.002250563,2.775693923,0.750187547
17,31,828900,1,17318289001,170318289001.00,2412,29.6,1060,31,1352,29.3,2412,460,807,0,0,0,0,0,1145,54890,1281,1089,192,1505,0,0,0,0,0,0,0,32,124,0,38,21,75,44,28,290,96,85,325,156,136,55,0,0,145,43,0,19,32,43,18,60,0,105,147,59,102,0,7,5,19.07131012,33.45771144,0,0,0,0,0,47.47097844,85.0117096,14.9882904,24.05315615,25.64784053,46.64451827,3.65448505,0,0
17,31,829901,2,17318299012,170318299012.00,1321,45.6,713,25.8,608,52,1321,0,1292,0,0,0,0,0,29,122625,613,595,18,897,0,0,0,0,0,0,0,0,0,0,0,0,29,0,71,164,0,42,78,102,306,37,18,50,0,0,0,17,0,0,0,0,0,23,33,66,97,141,0,0,0,97.80469341,0,0,0,0,0,2.195306586,97.06362153,2.936378467,11.14827202,18.28316611,58.86287625,4.124860647,2.006688963,5.574136009
17,31,829901,3,17318299013,170318299013.00,1610,47.7,504,40.7,1106,50.7,1610,233,1124,0,124,0,0,25,104,-666666666,985,721,264,1397,0,0,0,0,0,0,0,0,15,0,0,0,30,0,19,371,127,235,399,45,96,60,0,0,96,24,31,0,18,127,20,15,0,20,47,105,74,29,0,0,14.47204969,69.8136646,0,7.701863354,0,0,1.552795031,6.459627329,73.19796954,26.80203046,4.581245526,35.64781675,55.47602004,4.294917681,0,0
17,31,829902,1,17318299021,170318299021.00,1431,40.3,506,16.4,925,41,1431,200,1000,0,231,0,0,0,0,81946,509,461,48,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,17,39,122,0,261,128,108,55,87,0,33,0,0,0,0,42,0,0,11,172,52,0,40,52,13.97624039,69.88120196,0,16.14255765,0,0,0,0,90.5697446,9.430255403,0,20.51282051,47.04570792,14.26978818,12.04013378,6.13154961
17,31,829902,3,17318299023,170318299023.00,1678,46.8,778,42,900,46.9,1678,592,975,0,7,18,0,0,86,77194,786,755,31,1187,1,0,0,0,0,0,0,0,2,0,0,0,0,0,10,170,55,84,116,36,382,192,77,62,17,0,12,13,19,19,9,35,0,111,83,74,55,24,106,138,35.28009535,58.10488677,0,0.41716329,1.072705602,0,0,5.125148987,96.05597964,3.944020356,1.095197978,18.95534962,52.06402696,16.17523168,6.48694187,5.223251896
17,31,40800,2,17310408002,170310408002.00,904,42.5,479,37.9,425,43.9,904,653,53,0,26,0,0,90,82,76250,540,517,23,766,0,0,0,0,0,0,0,0,14,0,1,14,1,12,0,66,0,36,83,28,286,138,59,28,5,23,16,0,12,36,11,22,0,36,47,51,37,21,28,78,72.23451327,5.862831858,0,2.876106195,0,0,9.955752212,9.07079646,95.74074074,4.259259259,5.483028721,8.61618799,56.52741514,18.0156658,7.702349869,3.65535248
17,31,40800,1,17310408001,170310408001.00,787,34.8,351,36.3,436,34.4,787,560,3,0,23,0,0,35,166,97604,531,526,5,637,5,0,0,0,0,0,0,17,0,0,11,0,7,4,16,38,10,32,48,25,196,180,40,8,6,0,0,5,37,4,24,14,5,22,18,53,72,37,23,33,71.15628971,0.381194409,0,2.92249047,0,0,4.447268107,21.09275731,99.05838041,0.941619586,9.419152276,7.535321821,47.25274725,28.25745683,6.279434851,1.25588697
17,31,222900,1,17312229001,170312229001.00,1005,31.7,518,30.5,487,31.7,1005,174,98,7,0,0,0,0,726,49900,519,501,18,639,24,0,0,0,0,0,0,10,6,28,30,9,9,0,18,188,21,36,72,81,66,37,0,4,12,21,9,12,8,29,24,21,29,26,27,23,26,32,16,13,17.31343284,9.751243781,0.696517413,0,0,0,0,72.23880597,96.53179191,3.468208092,20.97026604,32.70735524,39.90610329,5.79029734,0,0.625978091
17,31,30200,4,17310302004,170310302004.00,1389,48,636,47.1,753,53.4,1389,1024,0,0,80,0,0,2,283,53315,832,800,32,1195,0,0,0,0,0,0,68,0,0,0,0,0,0,49,41,146,0,15,184,25,364,232,53,18,16,60,45,27,12,49,16,0,64,79,74,35,60,57,27,84,73.72210223,0,0,5.759539237,0,0,0.143988481,20.37437005,96.15384615,3.846153846,13.22175732,12.21757322,49.20502092,19.41422594,4.435146444,1.506276151
17,31,30200,3,17310302003,170310302003.00,1144,39.4,583,36.2,561,43,1144,906,9,0,40,0,0,47,142,124070,632,619,13,807,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,49,0,117,112,27,219,150,41,35,78,0,0,0,0,0,0,0,0,20,13,0,113,43,90,59,79.1958042,0.786713287,0,3.496503497,0,0,4.108391608,12.41258741,97.94303797,2.056962025,7.063197026,6.071871128,58.85997522,18.58736059,5.080545229,4.337050805
17,31,30200,1,17310302001,170310302001.00,1480,42.2,810,43.4,670,35.4,1480,1118,53,0,37,0,15,51,206,68214,1130,1074,56,1103,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,97,14,12,149,76,359,229,122,0,29,0,1,47,16,96,26,65,14,41,61,140,19,89,1,103,75.54054054,3.581081081,0,2.5,0,1.013513514,3.445945946,13.91891892,95.04424779,4.955752212,4.079782412,10.06346328,54.0344515,20.76155938,11.06074343,0
17,31,30200,2,17310302002,170310302002.00,1689,32.7,932,31,757,34.3,1689,1308,241,0,66,0,19,26,29,75231,1057,965,92,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,51,0,5,133,93,333,334,140,53,25,0,0,0,25,0,86,36,46,48,102,136,114,17,58,48,77.44227353,14.26879811,0,3.907637655,0,1.124925992,1.53937241,1.716992303,91.2961211,8.703878903,1.805674979,4.385210662,48.49527085,28.71883061,12.03783319,4.557179708
17,31,61100,1,17310611001,170310611001.00,1368,28.5,810,27.8,558,29.9,1368,1199,41,0,55,0,0,7,66,117500,1148,1143,5,919,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,13,38,13,558,181,44,36,5,0,6,8,0,5,0,17,21,42,68,72,91,46,76,165,87.64619883,2.997076023,0,4.020467836,0,0,0.511695906,4.824561404,99.56445993,0.43554007,0.652883569,3.264417845,67.68226333,19.695321,4.78781284,3.917301415
17,31,283200,1,17312832001,170312832001.00,1622,28.6,685,28,937,29.2,1622,506,638,0,234,0,25,48,171,73558,911,860,51,971,0,5,0,0,0,0,0,11,5,0,0,0,0,19,7,125,31,23,67,47,299,172,81,79,78,43,23,38,7,9,30,0,0,24,93,74,31,73,46,91,31.19605425,39.33415536,0,14.42663379,0,1.541307028,2.959309494,10.54254007,94.40175631,5.598243688,4.840370752,16.06591143,44.90216272,17.71369722,8.341915551,8.135942327
17,31,251200,2,17312512002,170312512002.00,1031,41.8,412,40.4,619,43.1,1031,0,913,0,0,0,0,0,118,41335,505,434,71,742,0,0,0,0,0,0,0,0,30,0,69,0,20,55,12,240,12,29,74,166,18,17,0,0,53,5,17,42,0,0,11,44,0,50,46,22,13,0,0,0,0,88.55480116,0,0,0,0,0,11.44519884,85.94059406,14.05940594,25.06738544,33.96226415,38.67924528,2.291105121,0,0
17,31,251200,3,17312512003,170312512003.00,923,38.2,491,38,432,39.3,923,0,728,0,0,0,0,0,195,46250,479,433,46,696,0,0,0,41,0,0,0,0,31,12,0,35,0,18,44,170,22,6,223,35,40,19,0,0,56,0,0,0,23,28,14,0,21,28,14,1,24,31,0,23,0,78.87323944,0,0,0,0,0,21.12676056,90.39665971,9.603340292,26.00574713,27.5862069,43.67816092,2.729885057,0,0
