filename,lat,lng,oldname
STIM0001.jpg,41.79541111111111,-87.58766944444444,dp28icW1Ra6CepQx6IxOWA.jpg
STIM0002.jpg,41.7996,-87.59220833333333,gR1%giUMQZmeX57SNm7GLg.jpg
STIM0003.jpg,41.779583333333335,-87.65621111111112,H2JIMG_0087.jpg
STIM0004.jpg,41.85781388888889,-87.66447500000001,H2JIMG_0088.jpg
STIM0005.jpg,41.83439166666667,-87.64618055555556,H2JIMG_0101.jpg
STIM0006.jpg,41.830733333333335,-87.64711111111112,H2JIMG_0148.jpg
STIM0007.jpg,41.787225,-87.6838,H2JIMG_0210.jpg
STIM0008.jpg,41.78928333333333,-87.68381388888889,H2JIMG_0260.jpg
STIM0009.jpg,41.857955555555556,-87.65582222222223,H2JIMG_0263.jpg
STIM0010.jpg,41.779605555555555,-87.65930277777778,H2JIMG_0332.jpg
STIM0011.jpg,41.857794444444444,-87.66551944444446,H2JIMG_0347.jpg
STIM0012.jpg,41.85781388888889,-87.66441388888889,H2JIMG_0354.jpg
STIM0013.jpg,41.77974444444445,-87.64625555555556,H2JIMG_0618.jpg
STIM0014.jpg,41.85789166666667,-87.65988055555556,H2JIMG_0660.jpg
STIM0015.jpg,41.85780277777778,-87.66498611111112,H2JIMG_0741.jpg
STIM0016.jpg,41.83039166666667,-87.67527777777778,H2JIMG_0884.jpg
STIM0017.jpg,41.85775833333334,-87.67131666666667,H2JIMG_0898.jpg
STIM0018.jpg,41.85802777777778,-87.65087777777778,H2JIMG_1115.jpg
STIM0019.jpg,0,0,H2JIMG_1309.jpg
STIM0020.jpg,0,0,H2JIMG_1353.jpg
STIM0021.jpg,41.77959444444444,-87.66017222222223,H2JIMG_1518.jpg
STIM0022.jpg,41.77956388888889,-87.66198055555556,H2JIMG_1568.jpg
STIM0023.jpg,41.77981111111111,-87.64238611111112,H2JIMG_1635.jpg
STIM0024.jpg,0,0,H2JIMG_1862.jpg
STIM0025.jpg,41.857733333333336,-87.6698138888889,H2JIMG_1923.jpg
STIM0026.jpg,41.85794722222222,-87.656425,H2JIMG_2022.jpg
STIM0027.jpg,41.83726388888889,-87.64623333333334,H2JIMG_2121.jpg
STIM0028.jpg,41.77959444444444,-87.66420833333333,H2JIMG_2258.jpg
STIM0029.jpg,41.85780277777778,-87.66499444444445,H2JIMG_2488.jpg
STIM0030.jpg,41.857930555555555,-87.65773055555556,H2JIMG_2559.jpg
STIM0031.jpg,41.8579,-87.65964444444445,H2JIMG_2577.jpg
STIM0032.jpg,41.830313888888895,-87.68447222222223,H2JIMG_2679.jpg
STIM0033.jpg,41.77956111111111,-87.66335277777779,H2JIMG_2820.jpg
STIM0034.jpg,41.85800833333334,-87.65219166666667,H2JIMG_2848.jpg
STIM0035.jpg,41.85785277777778,-87.66255277777779,H2JIMG_2888.jpg
STIM0036.jpg,41.858044444444445,-87.64994166666668,H2JIMG_3090.jpg
