name,ED,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,StraightED,NonStraightED
p1s00044.jpg     ,0.10377,1.8785,0.25851,0.5103,1.4114,0.21693,0.23344,7.3602,0.070646,0.052743
p1s00045.jpg      ,0.13439,0.41092,0.28202,0.45629,1.0028,0.19336,0.21483,7.4062,0.070729,0.081776
p1s00046.jpg       ,0.10715,0.65281,0.2434,0.42677,0.83606,0.19825,0.16474,7.2606,0.067085,0.05973
p1s00047.jpg     ,0.09939,2.5861,0.22201,0.58384,1.4752,0.15004,0.23326,7.6725,0.066694,0.047587
p1s00048.jpg     ,0.097334,2.4607,0.16957,0.40784,1.628,0.11723,0.1628,6.9036,0.081633,0.021969
p1s00049.jpg      ,0.11772,0.79107,0.20867,0.39951,1.0579,0.12516,0.17284,7.1914,0.064092,0.062303
p1s00050.jpg       ,0.11877,0.48921,0.21365,0.47354,0.82598,0.1433,0.18868,7.5264,0.087887,0.050466
p1s00051.jpg       ,0.10638,0.47768,0.12761,0.47481,0.6181,0.090761,0.12911,6.8961,0.10806,0.0048563
p1s00052.jpg       ,0.10534,0.43903,0.15017,0.42478,0.62086,0.11681,0.15562,7.2443,0.098473,0.020348
p1s00053.jpg      ,0.11972,0.66889,0.21135,0.4769,1.9474,0.16812,0.20388,7.2754,0.062792,0.063252
p1s00054.jpg       ,0.111,0.54981,0.24913,0.6081,0.75051,0.2257,0.24819,7.6752,0.12517,0.023404
p1s00055.jpg       ,0.12772,-2.9604,0.23528,0.46062,0.88625,0.13485,0.22855,7.3504,0.062652,0.092053
p1s00056.jpg       ,0.10457,-2.7941,0.33416,0.56606,0.7481,0.16057,0.24253,7.4838,0.086135,0.031983
p1s00057.jpg     ,0.11898,1.8084,0.27537,0.40548,1.2398,0.18815,0.16594,7.1264,0.069756,0.068167
p1s00058.jpg     ,0.14147,1.6461,0.23833,0.48305,1.2795,0.17027,0.2154,7.5064,0.055421,0.098434
p1s00059.jpg     ,0.12774,2.2246,0.29966,0.38203,1.3791,0.18371,0.18529,7.2638,0.075352,0.066365
p1s00060.jpg     ,0.11927,1.2337,0.24972,0.59267,1.5153,0.14682,0.23209,7.4475,0.058331,0.073726
p1s00061.jpg       ,0.11579,0.64203,0.28126,0.4899,0.85349,0.22871,0.23516,7.6188,0.061715,0.064405
p1s00062.jpg      ,0.1072,0.57964,0.30809,0.47845,1.0215,0.25475,0.23496,7.5056,0.058879,0.071251
p1s00063.jpg      ,0.13529,1.2535,0.33374,0.46177,0.73152,0.21254,0.21294,7.5674,0.12097,0.052048
