id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
p1r00157_pred_label_img,0.25489908854166665,0.011197916666666667,0.4259342447916667,0.0,1.3020833333333334e-05,0.018681640625,0.00177734375,0.003486328125,0.012223307291666667,0.0,0.12130533854166667,0.0010221354166666666,0.0,0.13791341145833333,0.0,0.0,0.0,0.0,0.005572916666666667,0.005973307291666666
p1r00143_pred_label_img,0.3567708333333333,0.063623046875,0.046334635416666665,3.255208333333333e-05,0.0010774739583333333,0.017490234375,0.001259765625,0.012522786458333334,0.054417317708333336,0.0025358072916666667,0.394580078125,0.0,0.0,0.0377734375,0.0020735677083333335,0.00022786458333333334,0.0,0.0,0.0,0.009280598958333334
p1r00396_pred_label_img,0.31859700520833334,0.048525390625,0.07143880208333334,0.020354817708333334,0.00027018229166666667,0.01298828125,0.000576171875,0.003896484375,0.10511067708333334,0.0284375,0.347958984375,7.161458333333333e-05,0.0,0.04050455729166667,0.0,0.0,0.0,0.0,0.0,0.00126953125
p1r00382_pred_label_img,0.3377408854166667,0.023388671875,0.13751627604166666,0.0,0.0028157552083333333,0.011201171875,0.0,0.002692057291666667,0.0690625,0.006184895833333333,0.35290690104166667,0.0,0.0,0.053479817708333335,0.0010286458333333332,0.0,0.0,0.0,0.0,0.001982421875
p1r00355_pred_label_img,0.2822623697916667,0.03948893229166667,0.08002604166666667,0.018811848958333332,0.019173177083333333,0.006370442708333333,0.0,0.00267578125,0.2543359375,0.06203450520833333,0.195556640625,0.0,0.0,0.023759765625,0.0014453125,0.0,0.0,0.0,0.0,0.014059244791666667
p1r00433_pred_label_img,0.32314453125,0.054527994791666666,0.057158203125,0.008717447916666666,0.03215494791666667,0.009534505208333334,0.00030924479166666665,0.005322265625,0.05370768229166667,0.022421875,0.38673828125,0.0,0.0,0.034899088541666665,0.0003385416666666667,0.0,0.0,0.0,0.0,0.011025390625
p1r00427_pred_label_img,0.32328450520833335,0.060699869791666666,0.26139973958333335,0.0,0.0,0.0010123697916666666,0.0,0.01154296875,0.11830078125,0.0005338541666666666,0.19315104166666666,0.0,0.0,0.026227213541666666,0.00011067708333333333,0.0,0.0,0.0,0.0,0.0037369791666666667
p1r00341_pred_label_img,0.33552408854166665,0.0037955729166666667,0.032386067708333334,0.0,0.015504557291666667,0.01314453125,0.0,0.0024446614583333334,0.23611002604166667,0.03442708333333333,0.25203125,0.0,0.0,0.06787109375,0.0,0.0,0.0,0.0,0.0,0.006761067708333333
p1r00369_pred_label_img,0.27883463541666664,0.014602864583333333,0.1950390625,0.0,0.0004752604166666667,0.019147135416666666,0.0026627604166666666,0.010319010416666666,0.052724609375,0.001298828125,0.267548828125,0.00064453125,0.0,0.070703125,0.013916015625,0.0,0.0,0.0,0.0,0.07208333333333333
p1r00221_pred_label_img,0.2895279947916667,0.04828125,0.37472330729166664,0.0,0.0004069010416666667,0.009264322916666666,0.00022786458333333334,0.0026041666666666665,0.08228190104166666,0.04119791666666667,0.05974283854166667,0.0037337239583333333,0.0,0.04552083333333334,0.026520182291666666,0.0,0.0,0.0,0.0,0.015966796875
p1r00547_pred_label_img,0.2545345052083333,0.051461588541666665,0.393046875,0.0,0.002109375,0.021956380208333334,0.0028450520833333335,0.005777994791666667,0.007174479166666667,0.0032096354166666666,0.13779622395833332,0.0025162760416666667,0.0,0.07891927083333333,0.016510416666666666,0.0,0.0,0.0,0.001142578125,0.020999348958333334
p1r00235_pred_label_img,0.32170247395833335,0.08448893229166667,0.46806640625,0.0,0.00015625,0.0024772135416666666,0.0,0.003994140625,0.06559895833333333,0.0,0.022473958333333332,0.004518229166666667,0.0,0.022877604166666666,0.0005045572916666667,0.0,0.0,0.0,0.0,0.0031412760416666668
p1r00209_pred_label_img,0.17417643229166666,0.14810546875,0.3241373697916667,3.2552083333333335e-06,0.005830078125,0.0053092447916666665,0.00011067708333333333,0.0008138020833333334,0.20719401041666666,0.013434244791666666,0.03578776041666667,0.027376302083333335,0.0005240885416666666,0.009957682291666667,0.00150390625,0.0002669270833333333,0.0,5.859375e-05,0.0055110677083333335,0.03989908854166667
p1r00023_pred_label_img,0.367001953125,0.01197265625,0.07233072916666666,0.0,0.0,0.010315755208333333,0.0,0.002177734375,0.0666796875,0.027102864583333334,0.393955078125,0.0003352864583333333,0.0,0.04073567708333333,0.0002897135416666667,3.90625e-05,0.0,0.0,0.0,0.007063802083333333
