id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
p1r00001_pred_label_img,0.2830305989583330,0.09149088541666670,0.042314453125,0.002216796875,0.00185546875,0.010338541666666700,3.25520833333333E-06,0.017350260416666700,0.21443033854166700,0.042916666666666700,0.23659830729166700,0.0,0.0,0.023030598958333300,0.0222265625,0.0009537760416666670,0.0,0.0,0.0,0.011243489583333300
p1r00002_pred_label_img,0.35912109375,0.028317057291666700,0.164365234375,0.0,0.0012044270833333300,0.0069010416666666700,7.8125E-05,0.0036783854166666700,0.09333658854166670,0.005250651041666670,0.31406575520833300,0.001298828125,0.0,0.018444010416666700,4.23177083333333E-05,0.0,0.0,0.0,0.0,0.003896484375
p1r00003_pred_label_img,0.26562174479166700,0.04580078125,0.2562890625,0.0,0.00010091145833333300,0.009713541666666670,0.000458984375,0.002197265625,0.08385416666666670,0.0,0.246279296875,0.0,0.0,0.08044270833333330,0.002679036458333330,2.60416666666667E-05,0.0,0.0,0.0,0.006536458333333330
p1r00004_pred_label_img,0.37292643229166700,0.029254557291666700,0.096943359375,0.0,0.031263020833333300,0.031175130208333300,0.0005305989583333330,0.003404947916666670,0.14213541666666700,0.009462890625,0.258095703125,0.00037760416666666700,0.0,0.018343098958333300,0.00027018229166666700,0.00013671875,0.0,0.0,0.00037109375,0.0053092447916666700
p1r00005_pred_label_img,0.357939453125,0.004716796875,0.03686848958333330,0.0,0.0038834635416666700,0.013291015625,0.0,0.0003157552083333330,0.12395833333333300,0.0006380208333333330,0.3350065104166670,9.765625E-06,0.0,0.08534830729166670,3.25520833333333E-06,0.00013346354166666700,0.0,0.0,0.0,0.03788736979166670
p1r00006_pred_label_img,0.3575716145833330,0.019225260416666700,0.019055989583333300,4.8828125E-05,0.000205078125,0.006136067708333330,0.000595703125,0.0052734375,0.254453125,0.04690755208333330,0.259775390625,0.0,0.0,0.027467447916666700,0.0,0.0,0.0,0.0,0.0,0.0032845052083333300
p1r00007_pred_label_img,0.23048502604166700,0.09531575520833330,0.108876953125,0.0,0.015400390625,0.007301432291666670,1.30208333333333E-05,0.0028743489583333300,0.12775065104166700,0.0464453125,0.30352213541666700,3.90625E-05,0.0,0.05376953125,4.8828125E-05,0.0,0.0,0.0,0.0,0.008157552083333330
p1r00008_pred_label_img,0.35697591145833300,0.0033333333333333300,0.006272786458333330,0.0005143229166666670,0.017496744791666700,0.0036458333333333300,0.0,0.007421875,0.204619140625,0.018125,0.319248046875,0.0,0.0,0.05237630208333330,0.0014908854166666700,0.0,0.0,0.0,0.0,0.008479817708333330
p1r00009_pred_label_img,0.34867513020833300,0.030563151041666700,0.04934895833333330,0.0,0.033108723958333300,0.013857421875,0.0,0.0031575520833333300,0.13345703125,0.00349609375,0.30642252604166700,0.0010481770833333300,0.0,0.0522265625,0.00016927083333333300,0.016051432291666700,0.0,0.0,0.0,0.00841796875
p1r00010_pred_label_img,0.23643880208333300,0.037932942708333300,0.11533528645833300,0.00048828125,0.0015462239583333300,0.014557291666666700,0.0003255208333333330,0.00029947916666666700,0.044065755208333300,0.005631510416666670,0.3968098958333330,0.0,0.0,0.13165690104166700,0.006396484375,0.00019856770833333300,0.0,0.0,0.0,0.008317057291666670
